,Text,Predicted_SDGs,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 7,Top_Keywords_for_SDG 13
249,"Beveridge North West Resilience Plan (BNWRP) This project articulates a shared vision to achieve sustainable, resilient and liveable development
in the Northern Growth Corridor, with a particular focus on Beveridge North West (BNW).","SDG 2, SDG 3, SDG 6, SDG 8, SDG 10, SDG 11, SDG 15, SDG 16, SDG 17","culturally_sustainable_development, democratic_development, development_discourse, development_organizations, ethical_development","global_development, international_development, international_development_(id), millenium_development, millennial_development","african_development, disability-inclusive_development, surgical_development, health-related_millennium_development_goals, dac_(the_development_assistance_committee)","agroforestry_development, goat_development, land_development_phase, biodiversity_research_network, protected_area_of_key_biodiversity_areas","financial_development, tourism_and_development, development_banks, sustainable_economic_development, organizational_capacity_development","millennium_village_project, millennium_villages_project, rural_development, sustainable_rural_development, urban_development","rural_development, development_aids, development_aid, development_food, poverty_analysis",,,"aquapot_project, colonial_water_policy, water_infrastructure_planning, integrated_water_resources_management, water_resources_management",,,,"development, latin_american_development, regional_development, socio-economic_development, financing_for_development",,,
250,Adv Manufacturing Technologies advanced manufacturing technologies are key enablers in modern manufacturingand play an essential role in increasing the efficiency  competitiveness andprofitability of the modern manufacturing industry this course is designed to expand the knowledge of new manufacturingtechnologies and their application in the modern manufacturing industry this course will provide you with an in depth understanding of specificadvanced and emerging manufacturing technologies and their implementation inmodern industry within both global and local contexts the focus is onadditive technologies such as selective laser melting  direct laser metalpowder deposition  selective electron beam melting  metal wire based laser plasma and electron beam am processes  fused deposition modelling stereolithographyetc ,,,,,,,,,,,,,,,,,,
251,Financial Instruments & Tech financial markets and financial technologies  fintech  are now becomingintertwined this course presents an introduction to the financial system andits markets  instruments and institutions you will investigate the nature androle of the main financial markets within the domestic and global environmentand how technological innovations in the areas of banking and financefacilitate interactions among market participants in this course you will beintroduced to fintech innovation such as the development of blockchaintechnology  cryptocurrency  digital payments  and digital platforms foraspects of financial life such as wealth management and insurance ,"SDG 3, SDG 8, SDG 9",,,"wealth, quality_of_life, health-related_millennium_development_goals, quality_improvement_and_health_systems_strengthening, perinatal_mental_health_project",,"banking, ethical_banking, quality_of_working_life, financial_development, organizational_capacity_development",,,,,,,,,,"technological_innovations, life_cycle_design, life_cycle_analysis, life_cycle_analysis_(lca), construction_management",,
252,Systems Engineering Principles this course provides a broad introduction to systems engineering principles inthe domain of systems development stages it covers all lifecycle stages fromconceptual design  through detailed design  construction  deployment operation to decommissioning and recycling ,"SDG 6, SDG 7, SDG 9, SDG 11, SDG 13, SDG 16, SDG 17","ethical_principles, development_principles, environmental_management_systems, public_health_systems, health_research_systems","trading_systems, sustainable_development_goals_-_sdgs, sustainable_development_planning, sustainable_development_strategies, trading_system",,,,"civil_and_environmental_engineering, small_systems, sustainable_construction, urban_construction_sector, housing_design",,,,"non-sewered_sanitary_systems, sanitation_systems, small-scale_sewage_systems, rural_water_systems, sanitation_technologies",,,,,"traditional_agroforestry_systems, construction_materials, life_cycle_design, construction_management, low_cost_technologies","appropriate_engineering, energy_systems, electrical_energy_storage_(ees)_technologies, energy_access_modelling, access_energy","paris_principles, low_carbon_development, carbon_market, product_carbon_footprint, pollution_control"
253,"Gender, Dev'ment & Global this course introduces students to a gendered approach to understandinginternational politics  development  and globalisation it draws on feministtheory to explore a range of issues  such as  is violence against women adevelopment issue  why is masculinity being identified as a cause of globalfinance crises  how do we explain the boom in the global sex industry and whatdoes it mean for women s human rights  the course is organised around a seriesof issues presented as topics  including gender and migration  genderingmilitarism and war  gender and the global population  crisis   and the globalsex industry students who complete this course should understand the ways inwhich gender politics might affect the opportunities of women and mendifferently at both local and global levels  and be familiar with the mainstrands of feminist theorising on international relations  human rights development  and globalisation ",SDG 16,"civil_war, consequences_of_war, stakeholders_participation, maternal_and_child_mortality_reduction, stakeholders",,,,,,,,,,,,,,,,
254,Chronic Disease in Australia this course introduces you to the major chronic diseases that are important inaustralia you will study the causes  prevalence and effects of chronicdisease on the individual  the community and the healthcare system strategiesfor managing chronic disease will be explored ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 11, SDG 15, SDG 16, SDG 17","disease_accounts, justice_delivery_system, urban_food_system, australian_health_care_system, health_policy_and_systems_research","trading_system, world_commission_for_water_in_the_21(st)_century, sustainable_development_planning, post-2015_health_development_agenda, trading_systems","causes, community_malaria_worker, community_nurses, community_well-being, burden_of_disease","community_forestry, biodiversity_research_network, degradation_analysis, forest_management_planning, protected_area_of_key_biodiversity_areas","financial_tracking_system, quality_of_working_life, energy_market, curriculum_planning, organizational_capacity_development","community, community_consultations, community_mobilization, community_solidarity, community_based","under-nutrition_prevalence, dutch_disease, food_system, diverse_food_systems, food_systems","accelerated_course, educational_system, online_macromarketing_course, learning-based_approach, quality_education",,"sanitation_system, diarrhoeal_diseases, rural_water_systems, water_infrastructure_planning, poor_quality_water_use","rural_maternal_healthcare, female_community_health_volunteers_(fchvs), womens_health_issues, gender_resource_recovery, women_and_childrens_health",,,,,"off-grid_system, energy_development, material_and_energy_use, energy_issues, energy_planning",
255,Asian Urbanism in asian urbanism you will study contemporary approaches to urban design andforces of urbanisation in the asian region issues of population growth anddensity  public space and transportation  urban form  globalisation  andhistorical urban developments over time are presented  and form the basis ofyour individual research and peer discussion projects uncover key socio economic  formal and organisational attributes of a city or urban region through drawn analysis  diagrams and text through this work you will developdetailed knowledge of a particular city and broader  contextualised knowledgethrough in class discussions and peer presentations comparative understandingof cities with their counterparts and histories is a primary focus of your in class discussions and project work ,SDG 11,,,,,,"sustainable_transportation, inclusive_urbanisation, sustainable_urbanisation, urbanisation, domestic_water_supply",,,,,,,,,,,
256,Therapeutics for Nursing 2 this course builds on previous study in nurs2194 therapeutics for nursing 1 nursing concepts  a systems pharmacological approach to therapeutic agentsas a component of the patient treatment regime is presented specialistpopulations and pharmacokinetic and pharmacodynamics drug interactions causedby complex medication regimes are considered preparation for the role of thenurse administering medications in the acute adult  mental health health andpaediatric settings is commenced ,"SDG 3, SDG 16","regime, union_for_international_cancer_control_-_asia_regional_office, land-use_planning_and_control, development_principles, world_water_day",,"young_adult, sickle_cell_disease, drug_development, meikirch_model, family_planning_programs",,,,,,,,,,,,,,
257,"Electronic Syst for Auto Apps The course will introduce you to contemporary electronic systems forautomotive applications. A strong emphasis will be placed on the evaluation ofcommercial signal conditioning circuits and their implementation in modernautomobiles.You will be required to design and evaluate various circuits and interfacethem directly to industry standard hardware. A strong background in C/C++ isrecommended.The course will be strongly design oriented with a focus on development ofpractical design skills.Particular topics to be investigated will include:  * An introduction to modern combustion engine topologies.  * Engine Management and sensor interfaces.  * Ignition electronics.  * Engine Control Unit design and parameter mapping.  * Internal vehicle communication protocols.  * Controller Area Network analysis and programming.  * Vehicle safety and stability.  * Diagnostic tools and analysis.  * Clean Diesel evolution.  * Hybrid and electric vehicle topologies.Please note that if you take this course for a bachelor honours program, youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark (WAM) that will determine your awardlevel. (This applies to students who commence enrolment in a bachelor honoursprogram from 1 January 2016 onward. See the WAM information web page for moreinformation.",SDG 7,,,,,,,,,,,,,,,,"combustion, energy_payback_time, biopsychosocial_model, leap_model, biodiversity_value",
258,LSC Work Experience Industry 1 this course guide outlines how you will apply your academic learning in acontemporary workplace situation  integrating work and learning on two levels    integration of previous and current learning in courses completed in your program of study to date  and    integration of previous and current learning in the workplace as part of the co operative education year ,"SDG 3, SDG 4, SDG 5, SDG 6, SDG 8",,,"basic_education, child_education, development_assistance_for_health, early_childhood_development, health_and_development",,"workplace, curriculum_development, work_opportunities, financial_development, tourism_and_development",,,"basic_education, african_education, comparative_education, doctoral_education, education",,"integration, water_and_health, water_footprint_assessment, integrated_water_resources_management, water_resources_management","girls_education, maternal_education, women_and_development, women_in_development, workplace_equality",,,,,,
259,Functional Genomics & Proteomi this course aims to provide you with the knowledge and practical skillsassociated with functional genomics and proteomics in prokaryotes andeukaryotes particular emphasis is given to high throughput methods   apowerful tool in modern biology   for the analysis of gene structure andfunction students will also explore a variety of topics  including theresponses of plants at the  whole genome  level to biotic and abioticstresses  ecotoxicogenomics  pharmacogenomics and the implications of applying personalised medicine  in human health the environmental  economic andethical aspects of this emerging technology will be examined and discussed ,SDG 3,,,"pharmacogenomics, disability-adjusted_life_years, drug_development, meikirch_model, healthcare_provider_performance",,,,,,,,,,,,,,
260,Teach Snr PE & Hlth & Hum Dev this course is designed to provide you with the opportunity to apply a rangeof knowledge and skills in the development and evaluation of senior secondaryschool physical education and health and human development the course willprepare you to teach teach post compulsory physical and health education it aims tointroduce you to the structure and content of the vce physical education  andhealth and human development study designs and introduce you to theinternational baccalaureate the course aims to equip you with the knowledge and skills to plan  teach teach assess  evaluate and resource post compulsory physical and health education you will analyse the relationship between various teaching and studentlearning strategies that enhance learning at senior secondary school levels the development and application of group skills  communication skills and theability to examine and deliberate accurately and objectively will take placewhile developing curriculum as part of this course ,"SDG 3, SDG 11, SDG 16","human_trafficking, development_policy_framework, policy_support_tools, union_for_international_cancer_control_-_asia_regional_office, development_principles",,"human_african_trypanosomiasis, human_well-being, health-related_millennium_development_goals, quality_of_life, quality_healthcare",,,"human_dignity, urban_planning_and_development, urban_development_plan, cities_and_sustainable_development, rural_development",,,,,,,,,,,
261,International Regen Workshop this is an external course offered by universitat internacional de catalunya uic   barcelona  spain additional costs are involved not included in rmittuition fees this course incorporates projects related to topics which offer students theopportunity to apply different tools and strategies in accordance to diverseapproaches and contexts the common objective is recognising and valuing themain arguments that are the foundation of contemporary urban regenerating andgrowth projects in the global south themes addressed include  internationalcooperation  sustainable urban development  community  community participation and humansettlements the methodological approach incorporates analysis  diagnosis andstrategic guidelines or proposals at the urban scale you will learn to provide useful analysis and feedback that can serve clientsin the processes of monitoring  evaluating  reforming and innovating plans programs  policies and or projects you will acquire scientific knowledgebased on international research and perspectives from different sectors thatcontribute to a global vision on sustainable urbanism and development the course is field based and includes a field visit to a developing country where you will gain knowledge from the actual situation  on the ground  andfrom local experts and organisations a series of guided learning experiencesare structured around the field visit ,"SDG 3, SDG 11",,,"postnatal_visit, health_supply_chain_management, medicines_supply_management, abuse_drug, drug_resistance",,,"rural_south_africa, domestic_water_supply, household_water_supply, city_pollution, paying_for_performance_in_developing",,,,,,,,,,,
262,Project Management Capstone this capstone course provides authentic real world challenges andopportunities for you to apply and extend the knowledge and skills you havedeveloped through your learning so far in this program this course willintegrate and enhance your graduate capabilities and employability skills youwill apply your theoretical knowledge and project management skills to produceand implement   disseminate a comprehensive project plan that addresses aunited nations sustainable development goal in doing so  you will furtherdevelop the skills and knowledge required for effective project planning andimplementation  including your ability to formulate a risk management plan quality management plan and a communications plan  in professional contexts you will enhance your career readiness by reflecting critically on theprofessional experiences in this course to develop a sense of personalresponsibility  aspiration  and resilience this is a designated wil course this course includes a work integratedlearning experience in which your knowledge and skills will be applied andassessed in a real or simulated workplace context and where feedback fromindustry and  or community is integral to your experience if you are enrolled in this course as a component of your bachelor honoursprogram  your overall mark will contribute to the calculation of the weightedaverage mark  wam  see the wam information web page for more information ,"SDG 4, SDG 8, SDG 10, SDG 16, SDG 17","the_united_nations_(un), united_nations, united_nations_childrens_fund, united_nations_general_assembly_special_session_on_hiv/aids_(ungass), united_nations_religion","united_nations_sdgs, united_nations_millenium_development_goals, united_nations_millennium_development_goals, united_nations_sustainable_development_goals, united_nations_decade_of_education_for",,,"employability, place_marketing_development, organizational_capacity_development, tourism_and_development, financial_development",,,"graduate, education_outcomes, education_for_sustainable_development, international_development_education, sustainable_development_education",,,,,,"least_developed_nations, human_development_report, total_official_support_for_development, development_finance, development_impact",,,
263,Developing Literacy: 3-6 in this course you will develop the skills and knowledge to plan and implementliteracy learning strategies for a diverse range of literacy learners  years3 6  in particular the needs of readers and writers who fall into categoriessuch as under achieving  reluctant  highly able and esl will be investigated you will develop an individual literacy plan for a particular student andexplore a range of texts  with appropriate strategies to support and extendall literacy learners you will develop curriculum development skills byapplying your knowledge of literacy learning models to the design of a unitbased around factual texts with particular learning intentions  strategies andassessments ,"SDG 4, SDG 5",,,,,,,,"basic_literacy, literacy, multilingual_literacy, family_literacy, household_education_strategies",,,"female_literacy, womens_literacy_programmes, gender_and_curriculum, women_and_development, women_in_development",,,,,,
264,Dual Diagnosis Co-morbidity an this course will examine definitions of dual diagnosis and the co occurrenceof mental illness with problematic patterns of behaviour it will consider howdrugs  homelessness  poverty and illness have impacted on mental health health in thepast and present you will learn about the history of mental illness  drug usein various cultures and the impact of colonisation and globalisation on humanwellbeing internationally a critique of the political structuring of policyand treatment responses will follow a range of therapeutic strategies andinterventions for working with consumers across a variety of different healthservices will be identified and elaborated models of change and motivation assessment  interviewing and health promotion strategies with a variety oftarget populations will be explored ,"SDG 2, SDG 3, SDG 16","maternal_morbidity, neonatal_morbidity, maternal_mortality_and_morbidity, union_for_international_cancer_control_-_asia_regional_office, united_nations_interagency_group_for_child_mortality_estimation",,"morbidity, morbidity_and_mortality, child_morbidity, surveillance_network_severe_maternal_morbidity, activities",,,,"vulnerable_consumers, food-based_approaches, poverty_reduction_strategy, poverty_reduction_strategy_papers, technology-poor_contexts",,,,,,,,,,
265,"HPE Curr, Assess & Reporting in this course  you will be introduced to curriculum  assessment and reportingpractices  and policies in schools and education systems you will focus oncurriculum  assessment and reporting for victorian schools within the contextof health and physical education  and cross curriculum literacy and numeracyrequirements you will explore theories and professional debates in curriculum  assessmentand reporting relevant to your teaching career you will respond to thecomplexities and practicalities met in constructing and implementingcurriculum  creating and applying appropriate assessment  and providing clearreporting to learners and other stakeholders this course enhances yourprofessional skills as a competent  knowledgeable and active curriculum andassessment professional ","SDG 3, SDG 4, SDG 6",,,"health-promoting_schools, schools_of_public_health, early_childhood_core_and_development, sustainable_child_development_index_(scdi), disability-adjusted_life_years",,,,,"schools, household_education_strategies, education_for_sustainable_development, international_development_education, sustainable_development_education",,"wash_in_schools, water_footprint_assessment, water_safety_plans, water_resources, poor_quality_water_use",,,,,,,
266,Teaching Physical Education in this course you will be introduced to learning and teaching physicaleducation in primary schools and the central role movement plays in thehealthy development of the whole child you will develop skills and knowledgeabout motor development in primary school aged children engaging in a rangeof activities and methods  you will explore models which contribute to yourcapacity to teach teach physical education in diverse learning environments practical sessions are a key component of the course  assisting you to applytheory and knowledge of the physical education curriculum through play  games dance  movement and physical activity ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 16","child, maternal_and_child_mortality, convention_on_the_rights_of_the_child, infant_and_child_mortality, united_nations_convention_on_the_rights_of_the_child",,"child_feeding, child_malnutrition, child_stunting, child_undernutrition, young_child",,,,"child_hunger, child_survival, child_nutrition, child_nutrition_disorders/epildemiology/economics, child_nutritional_disorders","child_diarrhea, educational_games, schools, education_and_child_health, education_for_sustainable_development",,"wash_in_schools, water_footprint_assessment, integrated_water_resources_management, water_resources_management, water_infrastructure_planning","child_maltreatment, girl_child, child_marriage, gender_and_curriculum, gender_and_development",,,,,,
267,Macroeconomics 1 macroeconomic events and policies affect our daily lives this course willequip you with knowledge and skills to understand how the economy economy operates andto make sense of economic indicators such as economic growth  employment inflation  interest rates  government budget and exchange rates you willlearn how the government uses fiscal and monetary policy to manage theeconomy  and understand the role of technology  innovation andentrepreneurship in driving a country s economic d development the course willteach you how economists think about wellbeing and economic prosperity at anational and global level  which includes a consideration of economicinequality and environmental sustainability the course content will be highlyintegrated with real world applications  revolving around the keymacroeconomic issues currently faced by australia  the asian pacific region and the global economy economy in general by the end of the course  you will understand how the various components ofthe economy economy  work and interact with each other you will learn how to interpretand monitor key macroeconomic indicators and understand the implications ofchanges in economic conditions for businesses you will gain the skills tounderstand and evaluate government policy you will build the skills toaccess  analyse and present data  and understand the importance ofcommunicating economic concepts in way that is meaningful for businesses thispackage of skills and knowledge will be useful in the real world  whether youare in the role of an economist  analyst  consultant  investor  researcher manager or policymaker an understanding of the economy economy will also be valuablein your personal decision making as an everyday consumer  as a voter insociety  and as a participant in discussions on economic  social environmental and political issues in our community ,,,,,,,,,,,,,,,,,,
268,"Nutrition, Health & Disease this course is designed to provide you with a knowledge of practical aspectsof nutrition the focus of this course is on the inter relationship ofnutritional imbalance  deficiency or excess  and western lifestyle associateddiseases  including obesity  type ii diabetes  heart disease and somecancers  this course will also provide you with an understanding ofnutrition gene interactions  the gut microbiome and mental health  and thenutritional aspects of vegetarian diets you will also learn to assessnutrition websites  review the literature on a variety of nutritional issues gain experience in public speaking and working in teams  and learn how towrite precise evidence based summaries on nutrition topics ","SDG 2, SDG 3",,,"healthy_diets, iodine_deficiency, iron_deficiency, iron_deficiency_anemia, micronutrient_deficiency",,,,"sustainable_diets, food-based_approaches, poverty_analysis, health_and_nutrition_policy, health_and_social_policy",,,,,,,,,,
269,"Legal Cons AI,Big Data & Block This course provides you with the opportunity to engage with and analysecurrent legal issues in frontier digital business environments and apply theselearnings in contemporary organisational contexts. This course embeds a case-study pedagogy to explore AI, Big Data and Blockchain technology (includingcryptocurrencies and other crypto assets), and the applications of thesetechnologies. The case studies will prompt you to identify, analyse andcritique legal and ethical considerations for blockchain-enabled businessesincluding in the areas of cyber security, intellectual property, privacy,corporate and organisational structures, and dispute resolution. The coursecontent draws on Australian and international comparative materials whereappropriate.",SDG 3,,,"critical_pedagogy, quality_of_life, newborn_practices, demand_for_family_planning, health_services_research",,,,,,,,,,,,,,
270,Therapeutics for Nursing 1 this course introduces the concepts required to understand pharmacodynamicsand pharmacokinetics  drug schedules  the legislative framework and relevantroles and responsibilities of the nurse and other members of the healthcareteam in the administration of therapeutic substances promotion of the qualityuse of medicine  safe practice in nursing medication administration as well asthe nurse s role in promoting health literacy for the consumer   patient areconsidered your knowledge and skills in nursing monitoring and reporting foreffect and side effects of therapeutic agents will be developed ,"SDG 4, SDG 16","international_administration, public_administration, statistics/organization_and_administration, conservation_opportunity_areas, organisation_for_economic_co-operation_and_development_development_assistance_committee_(oecd_dac)",,,,,,,"academic_responsibilities, online_training_resources, education_and_child_health, learning-based_approach, family_literacy",,,,,,,,,
271,Chinese Medicine Theory 2 chinese medicine theory 2 is a one semester course that covers four diagnostictechniques  various differentiation methods and skills for analysing andwriting up a case record from a chinese medicine perspective the courseprovides you with knowledge and skills to apply to cases in a clinicalsetting this course will build a foundation for you to undertake clinicalstudies the theory and practical skills learnt from lectures will bebroadened by providing many case studies  group discussions and tutorialsincorporating audio visual learning ware and self directed learning with thesupport of online learning learning this course is designed to build the foundationneeded for you to undertake clinical studies  and to develop diagnostic skillsthat you can apply in clinical practice ,,,,,,,,,,,,,,,,,,
272,Case Studies in Urban Design case studies in urban design introduces you to the processes of design andimplementation for complex urban design projects structured through a seriesof analytical and critical investigations   case studies   this courseprovides an opportunity for self directed research into key urban projectslocally and internationally each case study uncovers the design ambitions  historical or theoreticalprecedents  economic drivers  political agendas  regulatory frameworks orother pertinent narratives underpinning the chosen project  presented througha written and visual document the course aims to expose you to the detailed  multidisciplinary workings ofurban design practice through self directed research  and develop acomprehensive yet practical disciplinary knowledge applicable to future designpractice ,SDG 4,,,,,,,,"narratives, education_outcomes, education_for_sustainable_development, international_development_education, sustainable_development_education",,,,,,,,,
273,Clinical Immunology this is a comprehensive introduction to the study of clinical immunologydesigned for undergraduate biomedical science students you will be introduced to basic principles and mechanisms of immunity  withkey cells  tissues and processes of the immune system explored you will learnthe fundamentals of innate  b cell  and t cell based immune responses  immunekinetics and immune regulation you will then apply these basic principles tothe real world  exploring infection  vaccination  autoimmunity  tumourimmunology  transplantation and immunodeficiency you will identify basic principles of immunity that impact on diagnosis ofcase studies in workshops your practical work will concentrate on methods that utilise basic immuneprinciples to diagnose human disease or test immune function you will developbasic skills necessary for clinical immunology testing in a diagnosticlaboratory and apply critical thinking to solve clinical related questions you will develop a sound foundation for further study and professionalpractice in immunology and associated laboratories the course requires you tointegrate your knowledge of immunology with other study areas includinganatomy  physiology  biochemistry and genetics it also provides a soundfoundation for further study in haematology  blood transfusion science andpathology ,,,,,,,,,,,,,,,,,,
274,Research Project 3 in this course you will develop your scientific research methods and skillsand undertake your research project under the guidance of your supervisor you will    learn information and data acquisition skills and experimental techniques required to undertake an intensive research project develop skills in experimental design and project planning undertake appropriate laboratory inductions and training as required by rmit university and government legislation develop an understanding of the ethics and approval requirements needed for your research project collect  interpret and analyse primary data relating to your research project develop skills in health and science communication,"SDG 3, SDG 4, SDG 8, SDG 9, SDG 16","ethics, policy-relevant_science, health_research_policy, governance_of_research_for_health, health_policy_and_systems_research",,"medical_ethics, health_research_agenda, perinatal_mental_health_project, health_research, health_services_research",,"training_of_trainers, workforce_science, organizational_capacity_development, quality_of_working_life, financial_management",,,"university, training, nutrition_training, online_training_resources, guidelines_training_module",,,,,,,"laboratory, construction_management, life_cycle_analysis, life_cycle_analysis_(lca), low-cost_energy_technology",,
275,Pharmacy Practice 3 pharmacy practice 3 further develops the knowledge  behaviours and skillsintroduced in pharmacy practice 1 and pharmacy practice 2 in this course you will learn how to assess and safely dispense aprescription  and how to counsel a patient about their medicines you willdevelop an understanding of pharmacy legislation and management you will extend your knowledge of minor health conditions presented in aprimary care setting you will be introduced to the process of medicationreview  including obtaining the best possible medication history  advisingpatients and communicating findings with relevant health professionals you will be introduced to the concepts of social accountability and itsimportance in developing healthier societies the second work integrated learning  wil  activity of the program is locatedwithin this course and will occur in a community pharmacy setting you willreflect on your experiences during the placement to inform your ownprofessional development note  study abroad program students will be exempted from work integratedlearning activities if you have a long term medical condition and or disability you should contactthe program coordinator or equitable learning services for further advice students need to be able to meet the inherent requirements of the program at any time prior to or during your placement if there are concerns raisedrelated to your fitness to practice the clinical coordinator can request thatyou gain full medical clearance to continue your placement work integrated learning   students enrolled in this course will be required to undertake placement aspart of the assessment of the course a number of requirements must be met bystudents to ensure eligibility for placement further details on each of theseare available in part b of the course guide and on myrmit national police check   working with children check   immunisation declaration form   hand hygiene certificatestudents enrolled in this course will be required to undertake placement aspart of the assessment of the course a number of requirements must be met bystudents to ensure eligibility for placement students are responsible for anyexpenses associated to attending professional placement these costs mayinclude  but are not limited to the following  uniform  police checkapplication  first aid training  travel  accommodation and vaccinations further details on each of these are available on myrmit placement agreements  placement agreements between rmit and the placement organisation are in place any information required by students contained in the agreement is availableon myrmit or inplace national police check  students are required to apply for a national police record check in each yearthat a placement is to be undertaken in some cases students may be requiredto obtain an additional police check during the year where an organisationstipulates a shorter time period for the issue of the police check where a student has a disclosable outcome recorded on their police checkcertificate  the placement coordinator or wil coordinator will make contactwith the relevant placement organisation to confirm eligibility to attend theplacement it is important to note that a disclosable outcome may prevent astudent from accessing suitable  or any  professional placement s  and maytherefore be delayed or prevented from satisfactorily progressing through theprogram students are required to advise the school in a timely manner of any change totheir criminal record during the academic year in the case of a change students are required to apply for a new national police record check ifplacements for that year are still to occur working with children check  a current working with children card  wwcc  must be held by the student students are required by law to list rmit as an organisation with who you willbe undertaking child related volunteer work where a student receives anegative notice for their wwcc  the placement coordinator or wil coordinatorwill make contact with the relevant placement organisation to confirmeligibility to attend the placement a negative notice means you cannot engagein child related work under any circumstance it is important to note that anegative notice may prevent a student from accessing suitable  or any professional placement s  and may therefore be delayed or prevented fromsatisfactorily progressing through the program immunisation declaration form  students are required to submit the school s immunisation declaration form asevidence of vaccinations and immunity this form must be completed and signedoff by a medical practitioner hand hygiene  students are required to provide evidence of completion of a hand hygienecourse ,"SDG 3, SDG 16","accountability, authoritative_knowledge, public_health_practice, politics_of_knowledge_production, ethical_principles",,"clinical_pharmacy, pharmacy, pharmacy_curriculum, clinical_practice, obstetric_clinical_practice",,,,,,,,,,,,,,
276,Developmental Psychology your learning associated with this course is designed to focus on a number ofareas of human development throughout the lifespan these areas includeperceptual motor  psychosocial and cognitive development historical issues current perspectives  environmental factors and the major research designsused in developmental psychology will also be considered during this courseyou will progress through the lifespan  addressing the major areas ofdevelopment you will commence with an emphasis on development from infancythrough to adolescence issues related to adulthood  old age  death and dyingwill then be considered this course will extend your knowledge of concepts asidentified in the core content areas  your capacity to critique reporting ofpsychological research and your academic literacy and communication skills ,"SDG 3, SDG 4, SDG 5, SDG 16","death_clustering, maternal_death, maternal_death_audit, neonatal_death, newborn_death",,"gestational_age, critical_psychology, death, health_literacy, family_planning_knowledge",,,,,"basic_literacy, literacy, multilingual_literacy, family_literacy, household_education_strategies",,,"female_literacy, womens_literacy_programmes, maternal_age, women_and_development, women_in_development",,,,,,
277,The Foundations of Entrepreneu this foundational course focuses on introducing you to the underlying conceptsand principles that explain entrepreneurship after completing this course you will have examined the personal characteristics and skillsets that make upa successful entrepreneur and explored the resources required for a successfulentrepreneurial journey this course is focused on helping you to develop anentrepreneurial mindset  which will enable you to create innovative ideas thataddress commercial  social and environmental problems you will develop yourown creative abilities and an alertness to the volatile  uncertain  complex ambiguous  and hyper connected  vucah  environment around you you will usethese skills to seek out entrepreneurial opportunities and to evaluate thefinancial  environmental and social impact of entrepreneurial ventures ,SDG 8,,,,,"entrepreneurship, curriculum_development, organizational_capacity_development, financial_model, quality_of_working_life",,,,,,,,,,,,
278,Eco-tourism for this course  sustainability of the global travel and tourism industry isexamined through the lenses of certifying organisations  local destinations and multinational stakeholders we will examine the economic  socioculturaland environmental effects of international tourism and hospitalityestablishments and understand the interconnectedness the course is designedto help students understand the main principles and practices for sustainabletourism   hospitality development at the local  regional  national  andinternational level you will be introduced to a series of tools to operateand manage tourism  hospitality services and destinations with sustainability case studies will be used to highlight examples of sustainability practicesfrom around the world international standards and indicators of sustainabletourism practices will also be introduced ,"SDG 8, SDG 11",,,,,"pro-poor_tourism, smart_tourism, sustainable_tourism, tourism, place_marketing_development","travel, community-based_tourism, travel_behaviour, travel_demand, cities_and_sustainable_development",,,,,,,,,,,
279,Cardiorespiratory Biology this course will undertake a comprehensive examination of the humancardiovascular and respiratory systems in both health and disease knowledgeof the pathophysiological processes will be used to develop an understandingof the symptoms observed in patients suffering from common disorders such ashypertension  atherosclerosis  asthma  and chronic obstructive pulmonarydisease and an appreciation of different approaches to treatment includinglifestyle changes and pharmacological intervention ,"SDG 3, SDG 4, SDG 12, SDG 13, SDG 15",,,"antiretroviral_treatment, hypertensive_disorders, hypertensive_disorders_of_pregnancy, intermittent_preventive_treatment_of_malaria_in_pregnancy, medical_intervention","asthma, land_use_modelling, land_use, land_use_scanner, land_use_trajectories",,,,"educational_intervention, learning-based_approach, educational_system, quality_education, household_education_strategies",,,,"affordable_assisted_reproduction_treatment, waste_management_strategy, per_capita_water_consumption_(lpcd), waste_and_resource_management, solid_waste_management",,,,,"environmental_changes, low_carbon_development, pollution_control, product_carbon_footprint, carbon_market"
280,Supply Chain Technologies in this course you will explore the significance of information utilisationand sharing in supply chain management the course will cover how proper useof real time information can help reduce inventory  lead time  cycle time  andother wastes in the supply chain and enhance overall efficiency andresponsiveness the use of information in this way relies heavily on computerhardware and software  particularly information technology developed aroundthe internet the rationale behind the migration from traditional supply chain to e supplychain  and the approach to implementing e supply chain using availabletechnologies will be a major theme in the course ,"SDG 9, SDG 11, SDG 15",,,,"tree_inventory, agroforestry_development, goat_development, landscape_scale_mitigation, land_development_phase",,"migration, urban_development_plan, cities_and_sustainable_development, urban_planning_and_development, language_in_development",,,,,,,,,"internet, internet_access, supply_chain_of_artemisinin, internet_services, sustainable_business_model",,
