Text
"A techno-economic case for volatile fatty acid production for increased sustainability in the wastewater treatment industry Activated Sludge; Anaerobic Digestion; Pretreatment Methane, the final product of methanogenesis during anaerobic digestion is a low value product (0.1 $ per m3). Concerns over fugitive emissions from methane coupled with recent reduction in costs of solar and wind energy raise questions over the long-term sustainability of the anaerobic digestion process as a technology to produce renewable energy. The production of short chain volatile fatty acids (VFAs), a by-product of acetogenesis, represents a high value product. The projected VFA market demand for 2020 is 18 500 kilotons, increasing at an annual rate of 3% per year. Here, we review the business case for wastewater treatment plants (WWTPs) to produce VFAs instead of biogas. Techno-economic and sensitivity studies are conducted to understand and compare economic feasibilities. Under favourable conditions, with positive government incentives, future WWTPs could produce high purity (>98%) propionic acid at 3.8 $ per kg, 35% less than the commercial selling value (6 $ per kg)."
"Discursive constructions of consumer choice, performance measurement and the marketisation of disability services and aged care in Australia Social Support; Social Care; Direct Payments We show how policy discourses construct consumer choice, performance measurement and quality standards as key technologies in the marketisation of disability services and aged care in Australia. The emergence of performance outcome measurement and increased consumer access to these through diverse consumer facing and interactive platforms enables the state to â€œgovern at a distanceâ€ through the management and shaping of outcome indicators rather than delivery of services. The state does this by creating market competition and establishing outcomes which reflect the construction people using services as informed and rational consumers rather than citizens. This construction and operationalisation frame marketisation as a rational solution to broken systems, assume choice is unproblematic and ignore diverse capacities to access and use information, resource differentials and contextual variables such as market maturity and service availability. The benign marketisation of human services thus discriminates against those who are already marginalised and disadvantaged unless equity strategies are clearly in place."
"Effect of Crystallization State on the Gel Properties of Oleogels Based on β-sitosterol Emulsion; Monoacylglycerols; Candelilla Wax Oleogels based on three different oils (sunflower oil, solid coconut oil and liquid coconut oil) were formulated using Î²-sitosterol. In general, an observed increase in crystallinity was correlated with an increase in the gel storage modulus and hardness. Addition of lecithin promoted the formation of needle-like crystals of Î²-sitosterol with a corresponding increase in strain tolerance and oil-trapping capacity for oleogels produced with liquid oils. However, the incorporation of Î²-sitosterol crystals with or without lecithin into oleogels containing solid coconut oil reduced its strain tolerance by interrupting the formation of continual radiolitic crystal structures. The use of sunflower oil (long chain fatty acids) was more favourable to the packing and growth of gelator crystals and the formation of an elastic gel, in comparison to liquid coconut oil (short chain fatty acids). Overall, the type and physical state of oil influence the formation of oil crystal network, thus affecting its gel properties. These findings allow the better understanding of Î²-sitosterol-based oleogels, providing opportunity to design for the application as a fat-replacer and lowering solid fat content."
"Cyber Attacks Detection from Smart City Applications Using Artificial Neural Network Intrusion Detection System; Network Security; Denial-Of-Service Attack Recently, the widespread deployment of the Internet of Things (IoT) applications has contributed to the development of smart cities, which utilise smart applications to maximize operational efficiency, and thereby the quality of services and the wellbeing of people. In this paper, we propose an attack and anomaly detection technique based on machine learning algorithms to mitigate IoT cybersecurity threats in a smart city. Notably, while there are many different machine learning (ML) algorithms, including computationally expensive deep learning network, we opted for using artificial neural network (ANN) since an ANN can provide a simple and computationally faster architecture as needed for smart city operations. A widely used performance metrics, namely, accuracy, precision, recall, and F1 score are utilized to evaluate the model. Experiment results with the recent attack dataset demonstrate that the proposed technique can effectively identify the cyber attacks and outperform results reported in an existing work."
"Skilled migrant workplace integration: the choice between pragmatism and critical realism approaches Labour Market Integration; Emigrants and Immigrants; Earnings Gap This article provides a rationale for adopting the critical realism (CR) instead of pragmatism paradigm when researching skilled migrants' (SMs) workplace integration in Australia. While the extant SM literature has provided an abundance of â€˜explanations' reflecting the difficulties SMs face, it appears almost impossible for SMs to overcome some challenges such as discrimination or lack of local work experience. However, there is not a sufficient explanation for why many SMs have successfully integrated within the host labour market despite facing such difficulties. This study was designed to challenge what may have been â€˜taken-for-granted' in the literature and explore the causal relationship behind the SMsâ€™ difficulties and success. The CR paradigm provides a new way to examine the problems SMs face and their strategies to overcome such issues. It also empowers researchers to look beyond the empirical layer of evidence and explore how and why things happen the way they do."
"Challenges and opportunities of the fourth revolution: a brief insight into the future of food Fog Computing; Network Protocol; Internet of Things By 2050, the global population is projected to be in excess of nine billion people. This will result in an increased burden and stress on the food production systems, particularly in adjustments to several stages of the value chain that will require improvements and/or modifications in their effectiveness such as reducing waste, adapting to climate change, food security, and health. Disruptions such as digital agriculture, digital food, food agility, big data, have been utilized to characterize the changes in the way agro-food systems evolve and function, as well as in the approach they have been analyzed, measured, and monitored. It has been long recognized that the food industry is considered as a data driven enterprise. These characteristics are very important as the food industry becomes global and sustainable. The food industry is currently undergoing significant changes, and with this, challenges are occurring. These challenges are brought about from the food chains, climate changes, and the ability to be resilient in the production of food. Furthermore, health and cultural changes to food are occurring, where the diseases of obesity, diabetes, and aging in the population will continue to change the consumerâ€™s patterns and choices; whereby the consumer will be persuaded to choose and eat healthy and more nutritious foods. Indeed, the cultural awareness and social innovation to prevent food waste and therefore improve food security and sustainability will also prove to further complexities. This short review will briefly discuss some of the forefront issues in food value chains with a focus on using technology."
"Elite sport hubs during COVID-19: The job demands and resources that exist for athletes Sports; Football; Athletes In response to the COVID-19 pandemic, elite sport leagues implemented hubs, or 'bubbles', which restricted athletes' movements and social interactions in order to minimise the risk of athlete infection and allow competitions to continue. This was a new way of working and living for elite athletes and there was a dearth of literature on this topic. The main objective of the study was to investigate the impacts of the hub model on athletes over time, and what job demands and resources existed for athletes through the application of Demerouti et al. (2001) Job Demands-Resources Model. Multiple sequential semi-structured interviews were conducted with Women's National Basketball League (WNBL) athletes during the 2020 season, which was held entirely in a hub in North Queensland, Australia. The key job demands in an elite sport hub identified were the volume of work, simultaneous overload and underload, and nature of work in the hub. The key resources that emerged include recovery services, control and player agency, and constructive social relations. Despite the presence of job resources, which work to counteract, or buffer job demands in order to reduce work stress and improve motivation, they were found to be insufficient for athletes and inequitably distributed between clubs. The intensity of the hub model also amplified demands present in all WNBL seasons. This research is therefore useful for planning of future elite sport leagues to improve the type and amount of resources available to athletes, thereby improving athlete wellbeing and performance both within and outside a hub model."
"The professionalization tension in women’s sport: the case of women’s basketball in Australia Football; Masculinity; Sports Research Question: Women athletes in elite leagues are increasingly viewed as professional, but often this label is aspirational and does not reflect their experience. They are rarely provided with professional working conditions, which creates barriers to becoming elite, full-time athletes. This research aimed to explore the barriers faced by Australian women basketballers at the elite and sub-elite level, how those barriers vary at each stage on the professionalization continuum, and how this impacted the athleteâ€™s experience. Research methods: Concept Mapping is a two-phased mixed-methods technique that was used to explore the barriers faced by elite and sub-elite women basketballers. Participants in both groups separately brainstormed barriers they faced, sorted them into groups based on similarity of meaning, and rated them for importance and frequency. Results and findings: For sub-elite players, barriers resulting from the inability to balance sporting commitment with other facets of their lives were rated the most important and most frequently experienced. For elite players, the main barrier was low pay. Both these types of barriers link to the respective stage of professionalization of their leagues. Cluster maps and go-zones for each group represent the data. Implications: By placing the results in the context of Bowes and Culvinâ€™s (2021) definition of professionalization, this research adds to the understanding of how the current stage of professionalization in Australian womenâ€™s basketball hinders career progression for these athletes, and diminishes their experience as a player."
"Who Goes to Metropolitan Parks? A Latent Class Analysis Approach to Understanding Park Visitation Built Environment; Exercise; Pedestrians This study aimed to identify typologies of park visitors and to examine associations among these typologies and socio-demographic characteristics. In 2013, intercept interviews were completed with 794 adult park visitors at two large parks located in Melbourne, Australia. Latent class analysis identified three classes of visitor: physically active visitor, with dog (12.4%); physically active visitor, with no dog (35.7%); and infrequent, low active, social visitor (51.9%). Respondents who were older and owned a dog had higher odds of being in Class 1 and Class 2. Respondents who had children had higher odds of being in Class 3. Respondents who reported poor health were less likely to be in Class 2 than in Class 3. Park users can be distinguished by the behaviors in which they engage. Understanding typologies of visitors will assist with the development of intervention strategies to optimize park visitation and park-based physical activity."
"Opportunities for biodiversity conservation as cities adapt to climate change Climate Change Adaptation; Urban Climate; Resilience Cities are investing billions of dollars in climate change adaptation to combat the effects of sea-level rise, temperature extremes, increasingly intense storm events, flooding and water scarcity. Natural ecosystems have enormous potential to contribute to city resilience, and so, actions that rely on this approach could sustain considerable co-benefits for biodiversity. In this paper we identify the prevalence of key themes of human adaptation response that could have biodiversity conservation outcomes in cities. We then quantify the area of impact for actions that identify specific targets for greening or green infrastructure that could involve natural ecosystems, providing an indicator of potential co-benefits to biodiversity. We then extrapolate to explore the total area of land that could benefit from catchment management approaches, the area of waterways that could benefit from nature-based improvement of these spaces, and finally the number of threatened species that could benefit across these cities. From 80 city climate adaptation plans analysed, we found that urban greening plays a key role in most adaptation strategies, and represents an enormous opportunity for biodiversity conservation, given the diversity of animal and plant species in urban environments. We show that the ranges of at least 270 threatened species overlap with the area covered by just 58 city adaptation plans, including watershed catchments totalling over 28 million km2. However, an analysis of 80 city adaptation plans (of a total 151 found globally) shows that this opportunity is being missed. Just 18% of the plans assessed contained specific intentions to promote biodiversity. We highlight this missed opportunity, as climate adaptation actions undertaken by cities represent an enormous incipient opportunity for nature conservation. Finally, we encourage planners and city governments to incorporate biological conservation into climate adaption plans, for the mutual benefit of urban societies and their biodiversity."
"Highly Living Stars via Core-First Photo-RAFT Polymerization: Exploitation for Ultra-High Molecular Weight Star Synthesis Trithiocarbonic Acid; Reversible; Block Copolymers Star polymers are highly functional materials that display unique properties in comparison to linear polymers, making them valuable in a wide range of applications. Currently, ultra-high molecular weight (UHMW) star polymers synthesized using controlled radical polymerization are prone to termination reactions that have undesirable effects, such as star-star coupling. Herein, we report the synthesis of the largest star polymers to date using controlled radical techniques via xanthate-mediated photo-reversible addition-fragmentation chain transfer (RAFT) polymerization using a core-first approach. Polymerization from xanthate-functionalized cores was highly living, enabling the synthesis of well-defined star polymers with molecular weights in excess of 20 MDa."
"Sexual Harassment, Sexual Violence and CSR: Radical Feminist Theory and a Human Rights Perspective Fair Trade; Global Value Chains; Global Production Networks This paper extends Corporate Social Responsibility (CSR) scholarship to focus on issues of sexual harassment and sexual violence. Despite a significant body of work on gender and CSR from a variety of feminist perspectives, long-standing evidence of sexual harassment and sexual violence in business, particularly in global value chains, and the rise of the #MeToo movement, there has been little scholarship focused specifically on these issues in the context of CSR. Our conceptual paper addresses this gap in the literature through two key contributions. First, we extend the theoretical base of CSR scholarship by drawing upon and explicating radical feminist theory, a resource that has been underutilized in the field to date. This theoretical perspective is well placed to offer insights around the issues of sexual harassment and sexual violence, and to explain the centrality of these concerns to the gender equality agenda in business and in CSR. Second, building upon insights from radical feminism, and from research on CSR and human rights, we explicate a business and human rights approach to sexual harassment, sexual violence and CSR. We point to ways in which this approach might be more effective in addressing these issues than previously adopted strategies and suggest directions for future research arising from our analysis."
"The economic dynamics and population change of Australia’s regional cities Regional Development; Leadership; Governance Arrangement Key points This analysis is based on data from the 2011 and 2016 censuses, and does not take into account the redistributions and changes that may have occurred with COVID-19. This report can be seen as providing a baseline for subsequent analysis of the changes that have occurred and continue to occur, identifying the trends and conditions across regional Australiaâ€™s urban centres prior to 2020. Populations in regional urban centres are growing overallâ€”however, this growth is differentiated. Regional urban centre population growth is associated with proximity to major cities, and to coastal locations. Regional urban centre population decline is associated with remoteness and exposure to the resource economy. Capital cities are the main source of migration to regional urban centres, principally coastal and satellite centres with regional-to-regional-centre migration highly self-contained. International migration follows similar distribution. Commuting between regional centres and proximate capital cities increased over 2011â€“2016, indicating increased peri-metropolitan dependency on metropolitan interactions. Employment growth is associated with population growth, particularly for the larger metropolitan satellite and coastal regional citiesâ€”however, this is also associated with lower wage growth due to the employment mix. Health, community service, construction, hospitality and accommodation increased their share of regional employment. Industries associated with agglomeration economies are concentrating in fewer urban centres, while those associated with population services are becoming more dispersed. National economic growth factors appear to expert greater influence on employment growth in regional urban centres, while industry factors exert very limited influence. Regional effects exert greater influence than industry effects, although these are unevenly distributed. In 135 of 198 cases, a regional urban centre exhibits employment growth along with its surrounding functional economic region. For 33 regional urban centres there is positive divergence, while for 25 there is negative divergence. Four regional urban centres are declining within a declining functional economic region. Factors associated with stronger employment growth include employment factors, industry factors (especially those dependent on population growth), while income growth was less associated with employment growth. Population change exerted a strong influence on employment growth, as did human capital factors. Housing market (i.e. price) growth is strongly associated with population growth, while locational factors exhibited low associations. Cluster analysis identified nine distinctive regional urban centre groups: metro-satellites; large regional cities; medium growth cities; regional service centres; ageing population centres; agricultural centres; mining centres; industrial centres, and northern Queensland centres. Policy development should consider the following: Policy and planning measures to address the phenomenon of growth in metropolitan satellite regional urban centres, and the need to ensure coherent population, housing and employment distribution and linkages. Coordinated economic and social development approaches to emerging low-income service economies in coastal regional urban centres. Long-term transition planning to address resource-dependent regional urban centres facing cyclical economic changes based on the labour intensity of construction relative to ongoing economic activity. Opportunities and mechanisms to leverage high-wage economic development from existing regional city industry clusters. Opportunities and mechanisms for regional spatial coordination of fiscal policy to optimise development of high-wage employment in suitable regional urban centres. The study Purpose The contribution of regional urban centres to Australiaâ€™s economic and population growth has been a topic of growing policy interest in the past two decades, as a result of rapid growth in the major cities and concerns for parts of regional Australia that have experienced population decline. Associated with these trends is the distribution of economic activity and employmentâ€”particularly as traditional regional strengths such as agriculture, manufacturing and mining have declined as sources of employment in recent decades. Over the same period, metropolitan areas have prospered because of concentrations of high-skill, high-wage knowledge work, indicating diverging regional fortunes as a result of wider economic trends. The purpose of this research is to investigate patterns and dynamics of population, migration and economic change in Australian regional urban centres 2011â€“2016. The research is principally an empirically focused investigation identifying patterns and dynamic processes of regional change using advanced spatial analytical techniques, but provides an information base that will support future policy development efforts. Inquiry This research is part of a wider AHURI Inquiry into population growth in Australiaâ€™s smaller cities. The Inquiry asks two overarching questions: First, what is the capacity of Australiaâ€™s smaller cities to assist in managing national population growth, including international and national migration? Second, which policy instruments and programs are most likely to redirect population movements to these locations? Study This research investigates two overarching questions related to the Inquiry: How can we differentiate Australiaâ€™s regional urban centres according to economic profile, population trajectory, industry structure and geography? What are the current mobility and settlement patterns of migrants, including those arriving from other parts of Australia and from other nations, across these smaller cities? Three further research questions are posed by this project: 1. How can a typology of smaller cities assist to understand their role in regional, state and national economies? 2. How are Australiaâ€™s regional urban centres differentiated in terms of economic profile, population trajectory and industry structure? 3. What demographic, economic and spatial factors are associated with economic and population growth, and what attributes are associated with better economic performance of regional urban centres? Approach and methods For Research question 1: the project undertakes longitudinal measures of social, demographic and industry change in regional cities 2011â€“2016 using Australian Bureau of Statistics (ABS) census data. Next, flow analysis and mapping of migration is applied to identify key migration patterns. Migration flows are used to construct migration regions via modularity analysis. Similar techniques are used to identify journey to work flows from which functional economic regions are constructed. Shift share of employment change and location quotient analysis of employment is used to understand economic change and industry structure. For Research question 2, to understand how Australiaâ€™s regional urban centres are differentiated the project applies hierarchical cluster and discriminant analysis to construct a typology of regional urban centres. This is based on a combination of economic, demographic and geographic factors. These are compiled into summary data and descriptive explanations. For Research question 3: the study applies structural equation modelling (SEM) to identify the relationships between economic, social and demographic factors affecting population change and economic growth in regional urban centres. Key findings Differentiating Australiaâ€™s regional urban centres Australiaâ€™s regional urban centres are heterogeneous in terms of size, location within the Australian continent and settlement structures, level of employment, industrial mix and degree of interaction with regional, metropolitan, national and international economic processes and dynamics. In 2016, there were 198 Australian regional urban centres that had populations greater than 5,000 residents. Most are experiencing population growth. However this growth is differentiated across a range of factors, including: the existing size of the centre location relative to the coast location relative to an existing major capital city. A small number of regional urban centres are experiencing population decline. These centres are largely associated with the resource economy. They are typically positioned in remote locations in Australia. Migration Migration is a major factor in population change within regional urban centres. Migration patterns are clearly structured at the regional scale, with distinct geographies of intra-regional movement that include discernible levels of self-containment. There is a sizeable phenomenon of major city to regional urban centre migration, especially in the south-east of Australia. Beyond the major metropolitan zones, there are larger internally connected migration regions, which often involving movement between adjacent regional urban centres. Some regional urban centres lose and receive populations across long distances. For example, the Northern Territory (NT) operates as a single migration region, partly because of its relatively small population and large scaleâ€”although the volumes of movement are relatively small."
"Patterns of tree removal and canopy change on public and private land in the City of Melbourne Street Trees; Urban Forests; Green Infrastructure Many cities face a struggle to reconcile ambitious tree canopy cover targets with urban development pressures. Canopy cover in The City of Melbourne, Australia, which has a target of 40 % canopy cover on public land by 2040, was analysed together with individual tree removal data, with particular focus on how many street trees were removed near major development sites between 2008 and 2017. We observed major gains and losses of canopy, resulting in small net changes. Our analyses showed a net gain in tree canopy cover in public streets and a net loss of canopy cover in public parks and private properties. The most frequently removed trees in both public parks and streets were small (<15 cm stem diameter). In contrast, more large, exotic trees were removed from public parks than public streetscapes. These large park trees represented a small proportion of total tree removals, but had larger stem basal areas and therefore large canopies. From 2008 to 2017, almost 2000 street trees were removed within 10 m of major development sites, equivalent to almost 20 % of all street trees removed in that time period, but this constituted only 8% of streetscape tree canopy cover losses. These findings suggest that in The City of Melbourne, mature tree succession and removal in parks has the greatest potential to hinder the achievement of canopy cover targets. Canopy cover gains could be maximised through improvements in the establishment and survival of replacement trees in both parks and streetscapes. The protection of the existing urban forest, through policy and practice, will also be critical for the retention and enhancement of tree canopy cover."
"Reviewing indoor environmental quality of high-rise social housing Thermal Comfort; Hot Temperature; Office Buildings People spend most of their time indoors and majority of this time is spent inside their homes. The vulnerable population, including those with low-income, consider housing as central to their lives. More so for the elderly and sick as they stay inside their residences for even longer times. In Australia, almost 14% of the population live below poverty line. Therefore, social housing for low-income population is key to the national housing sector. In Melbourne, many social housing are single-sided units in high-rise buildings. The indoor environmental quality (IEQ) in these units is generally poor due to building design and characteristics, lack of maintenance and absence of appropriate heating, ventilating and air conditioning systems, causing health-related problems to a vulnerable group. This paper will present a critical review of the IEQ in social housing units in high-rise buildings and its impact on occupant health and comfort. This paper will also explore the interrelationships between the IEQ factors to get a holistic view of their performance focusing on how the design of the building envelope and the provision of windows affect the overall indoor environment of the residential units."
"The influence of food waste rearing substrates on black soldier fly larvae protein composition: A systematic review Edible Insects; Hermetia Illucens; Insect The Black Soldier Fly (BSF) offers the potential to address two global challenges; the environmental detriments of food waste and the rising demand for protein. Food waste digested by BSF larvae can be converted into biomass, which may then be utilized for the development of value-added products including new food sources for human and animal consumption. A systematic literature search was conducted to identify studies investigating the influence of food waste rearing substrates on BSF larvae protein composition. Of 1712 articles identified, 23 articles were selected for inclusion. Based on the results of this review, BSF larvae reared on â€˜Fish waste Sardinella auritaâ€™ for two days reported the highest total protein content at 78.8% and BSF larvae reared on various formulations of â€˜Fruit and vegetableâ€™ reported the lowest protein content at 12.9%. This review is the first to examine the influence of food waste on the protein composition of BSF larvae. Major differences in larval rearing conditions and methods utilized to perform nutritional analyses, potentially influenced the reported protein composition of the BSF larvae. While this review has highlighted the role BSF larvae in food waste management and alternative protein development."
"HDPE and PET as Aggregate Replacement in Concrete: Life-cycle assessment, Material Development and a case study Rubber Waste; Mechanical Properties; Tires This paper reports on a comprehensive research program and practical application of concrete made from recycled plastic materials for use in municipal concrete infrastructure. A systematic life-cycle analysis (LCA) is first conducted to evaluate the global warming potential of concrete containing recycled plastic waste. Using the outcomes of this analysis critical allowable plastic aggregate (PA) content which maintains mechanical properties and minimises global warming potential is identified. Using the LCA results as guidance, laboratory investigations at different scales are undertaken to develop mix designs using recycled plastic materials and to characterize the physical, mechanical and durability-related properties of the waste-based concrete products. Having developed concrete mixes that meet practical and commercial requirements, field applications of the concrete mixes as pavement materials were undertaken to demonstrate the concrete has appropriate engineering properties to enable its use in municipal infrastructure. The field demonstrations support the further development of new concretes with viable sustainable alternative materials as aggregate replacement and are expected to encourage industry and end-user take up of recycled plastic waste materials in concrete for municipal construction application."
"Potential for sustainable utilisation of agricultural residues for bioenergy production in Pakistan: An overview Pakistan; Renewable Energy Policy; Fossil Fuel Pakistan's current energy portfolio is problematic due to a lack of proper management and implementation of appropriate energy policies. This densely populated country has a high energy demand that rises yearly and is expected to increase three-fold by 2050. However, fossil fuel resources are continuously depleting by global overuse while negatively impacting the environment through increasing greenhouse gas emissions. This study reviewed the potential for agricultural residues to be used as renewable energy sources for bioenergy production in Pakistan to address the energy-related challenges that would also help in addressing the economic and environmental concerns. First, a comparison was made between the current energy situation, potential renewable energy scenarios, and global trends. Second, greenhouse gas (i.e., CO2) emissions in Pakistan were summarised and compared with other regions. Third, the thermochemical properties of different agricultural residues were reviewed along with varying the options of processing to produce renewable energy such as thermochemical conversion approaches (combustion, pyrolysis, gasification, and liquefaction) and biochemical conversion options (anaerobic digestion, and fermentation). Pakistan being an agricultural-based economy, produces vast quantities of agricultural residue biomass, which is mostly underutilized as animal feed, conventional fuel substitutes, left to rot in fields or burnt to get rid, resulting in the vast emissions of greenhouse gases causing severe environmental pollution and smog formation. A considerable share of Pakistan's national energy demand can be fulfilled if these feedstocks are adequately managed and exploited through the energy sector and converted into large-scale bioenergy."
"Public response to installation of building integrated photovoltaic (BIPV) system to residential buildings in Wuhan, China China; Overcapacity; Photovoltaic System Chinese government has been encouraging the deployment of renewable energy resources such as solar PV for many years. However, up to date building integrated photovoltaic (BIPV) system is still not a common practice in construction industry and encounters many barriers for entry into public realm especially in residential buildings. In this study, a comprehensive survey was conducted in June 2019 to investigate the public responses to and expectations for installing BIPV system to residential buildings in Wuhan, China. A sample size of 206 has been collected from different residential buildings. The results show that agreement is not a real barrier for the installation of BIPV to residential buildings; however, knowledge, technology, economic, social and political barriers are the hurdles for BIPV adoption. Based on the data analysis, some recommendations have been made to address the barriers. The results of this study will assist policymakers and relevant stakeholders of building industry in making informed BIPV-related decisions and in targeting future research and development efforts."
"Challenges and opportunities of the fourth revolution: a brief insight into the future of food Fog Computing; Network Protocol; Internet of Things By 2050, the global population is projected to be in excess of nine billion people. This will result in an increased burden and stress on the food production systems, particularly in adjustments to several stages of the value chain that will require improvements and/or modifications in their effectiveness such as reducing waste, adapting to climate change, food security, and health. Disruptions such as digital agriculture, digital food, food agility, big data, have been utilized to characterize the changes in the way agro-food systems evolve and function, as well as in the approach they have been analyzed, measured, and monitored. It has been long recognized that the food industry is considered as a data driven enterprise. These characteristics are very important as the food industry becomes global and sustainable. The food industry is currently undergoing significant changes, and with this, challenges are occurring. These challenges are brought about from the food chains, climate changes, and the ability to be resilient in the production of food. Furthermore, health and cultural changes to food are occurring, where the diseases of obesity, diabetes, and aging in the population will continue to change the consumerâ€™s patterns and choices; whereby the consumer will be persuaded to choose and eat healthy and more nutritious foods. Indeed, the cultural awareness and social innovation to prevent food waste and therefore improve food security and sustainability will also prove to further complexities. This short review will briefly discuss some of the forefront issues in food value chains with a focus on using technology."
"Interval Type 2 Fuzzy Logic Control for Energy Management of Hybrid Electric Autonomous Vehicles Connected Vehicles; Energy Utilization; Fuel Consumption Autonomous vehicles are aimed to reduce accidents and traffic congestion. Since hybrid electric vehicles offer feasible solutions to reduce energy consumption and emission to the environment, it is expected that autonomous vehicles will be powered through a hybrid electric system compared to other alternatives. In this paper, a hybrid electric autonomous vehicle is studied under significant amount of uncertainty and ambiguity in the road environment and driver behavior. A Type 1 fuzzy logic controller is constructed here to address the uncertainties of driving conditions. The design involves building an intelligent energy management system for the hybrid electric autonomous vehicle. We have also examined the potentials of the Interval Type 2 fuzzy logic control, especially for energy consumption management. Two simulations are implemented, to demonstrate that the intelligent system, proposed trough Type 1 and Interval Type 2 fuzzy logic control, decreases the fuel usage of the vehicle from 6.74 to 6.58 L/100km, respectively. It is also demonstrated that the Interval Type 2 fuzzy logic controller saves more battery life compared to the Type-1 when the vehicle works under uncertain and ambiguous road conditions. Finally, Interval Type-2 fuzzy logic controller facilitates a reduction of carbon footprint in the autonomous vehicle as desired by the automotive industry stakeholders."
"Hybrid spatial–temporal graph convolutional networks for on-street parking availability prediction Parking; Internet Of Things; Cruising With the development of sensors and of the Internet of Things (IoT), smart cities can provide people with a variety of information for a more convenient life. Effective on-street parking availability prediction can improve parking efficiency and, at times, alleviate city congestion. Conventional methods of parking availability prediction often do not consider the spatialâ€“temporal features of parking duration distributions. To this end, we propose a parking space prediction scheme called the hybrid spatialâ€“temporal graph convolution networks (HST-GCNs). We use graph convolutional networks and gated linear units (GLUs) with a 1D convolutional neural network to obtain the spatial features and the temporal features, respectively. Then, we construct a spatialâ€“temporal convolutional block to obtain the instantaneous spatialâ€“temporal correlations. Based on the similarity of the parking duration distributions, we propose an attention mechanism called dist Att to measure the similarity of parking duration distributions. Through the dist Att mechanism, we add the long-term spatialâ€“ temporal correlations to our spatialâ€“temporal convolutional block, and thus, we can capture complex hybrid spatialâ€“temporal correlations to achieve a higher accuracy of parking availability prediction. Based on real-world datasets, we compare the proposed scheme with the benchmark models. The experimental results show that the proposed scheme has the best performance in predicting the parking occupancy rate."
"The use of the theory of planned behaviour to assess graduate attributes for sustainability Education For Sustainability; Higher Education Institutions; Sustainable Development Higher Education plays an influential role in societal transformation towards sustainability. An understanding of the application of sustainability learning from degree programs in a graduateâ€™s professional practice can serve as an important feedback loop for developing and advancing sustainability in higher education. A knowledge gap exists between graduate learning outcomes and employability skills, with little exploration of the methods to collect evidence of such relationships. This paper presents the results of a study to measure the uptake and application of sustainability attributes by graduates, post degree-completion. The study developed and trialled a graduate attribute assessment tool informed by the Theory of Planned Behaviour (TPB). The results demonstrate that the graduates sampled understood what was required for them to act sustainably and showed preparedness to act appropriately. However, these actions were moderated by the influence of key stakeholders and work-place contexts."
"The effect of wind and solar power generation on wholesale electricity prices in Australia Costs And Cost Analysis; Bidding Strategy; Electricity Price Our paper investigates the effect of wind and utility-scale solar electricity generation on wholesale electricity prices in Australia over 2010â€“2018. We use both high frequency (30-min) and daily datasets for the Australian National Electricity Market (NEM). We estimate autoregressive distributed lag models (ARDL) to decompose the merit order effect of wind and utility-scale solar PV generation over time and across states. We find that an extra GW of dispatched wind capacity decreases the wholesale electricity price by 11 AUD/MWh at the time of generation, while solar capacity by 14 AUD/MWh. The daily merit order effect is lower. We show that the wind merit order effect has been increasing as a function of dispatched wind capacity over time. Despite of this, wholesale electricity prices in Australia have been increasing, predominantly driven by the increase in natural gas prices. Our findings further strengthen the evidence of the merit order effect of renewable energy sources, with important implications for the current energy policy debate in Australia."
"The role of water utilities in urban greening: A case study of Melbourne, Australia Stormwater; Green Infrastructure; Water Melbourne's â€œGreening the Westâ€ (GTW) initiative is a successful example of water utilities actively supporting urban greening through facilitating collaboration between stakeholders. GTW was convened by City West Water in 2011, to bring together 23 partner organisations to protect and enhance urban greening to support community wellbeing. This research involved interviews to determine how GTW works, its challenges, factors for success, achievements, areas for improvement, future directions, and implications. It is found that the existence of GTW has resulted in an additional one million trees planted in Melbourne's western suburbs, and has caused a significant cultural shift within local government."
"Symbolic Intersection of Self-Reflection, Workplace Interaction and Sociocultural Aspects in Shaping Women Identify as Leaders: A Study in Higher Education, Vietnam Workplace; Sexism; Gender Stereotypes The current literature identified the under-representation of women in leadership roles in higher education. Several countries have recognized the absence of women leaders in senior roles. Along with government efforts in various countries, the first thing is that women need to consider themselves as leaders to prepare themselves to take up leadership positions. The purpose of this study is to examine if there is any role of self-reflection, workplace interaction, and sociocultural phenomenon in shaping up the identities of women in higher education institutions (HEIs) in Vietnam. The data was collected from 14 women leaders working in higher education sector in Vietnam. The methodology used in this study to analyse the data was symbolic interaction to understand how women think about themselves asleaders and shape their own identify. The results from the study suggest that there is intersection of all three aspectsâ€”self-reflection, workplace interaction indicating gendered leadership, and sociocultural phenomenon and all these plays a vital role in shaping up the identify of women leaders. The women did not see themselves as leaders due to their family responsibilities, lack of self-confidence, views on gendered leadership at the workplace, and societal pressure. It is suggested to formally train the women, which will boost their self-confidence, and support from institutions and society is also equally important to encourage them to become leaders."
