,Text,Predicted_SDGs,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 13,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 7
470,Writing for Children in this course you will explore ways of writing for a young readership with anemphasis on picture book texts and novels for primary aged readers you willdevelop creative writing techniques particular to this market and learn how topresent and promote fiction and nonfiction for young readers you will beintroduced to a wide range of australian and international children s booksand encouraged to read widely to familiarise yourself with trends in themarket in this course you will also discuss issues affecting children swriters  such as how children read  the relationship between visual and text based narrative  representation of gender and ethnicity and questions oflanguage  content and themes ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 17","youths, nursing, ivermectin, healthy diets, youth-friendly services","literacy, nursing education, education management information systems, midwifery education, family literacy",,"work opportunities, youth employment, entrepreneurship, midwifery workforce, curriculum-making","libraries, library and information services, life-course, technologies, supply chain of artemisinin",,,,,,,"millennium development goalspovertyeducationequitywomen, partnerships, partnership, product development partnerships, objectifs de developpement du millenaire","child nutrition disorders/epildemiology/economics, nutrients, nutrition and hiv/aids, development aids, school meals programmes",,"womens literacy programmes, female literacy, mothers, benin, gender and curriculum, girls education",,
471,Integrtd Perspectives Bus Prbs this course examines the accelerating relationship between government business  law and the not for profit sector to deliver social  includingenvironmental  value in communities and the way in which this drives socialinnovation in this course  you are given the skills to start to develop the ability toinvestigate and analyse complex situations  innovate  problem solve  manageprojects and communicate effectively  including foundational research skills the course covers fundamental concepts and key developments in what has becomea complex social purpose eco system the course introduces an understanding ofchanges across what was formerly seen as a distinct social sector to examinethe cross sectoral social purpose developments that includes traditionalorganisational structures of charities and not for profits  business andgovernment  but also new and emerging  hybrid  structures and programs the course will further explore how social  economic and environmentalproblems embedded in society are being addressed through social innovation inbusiness entrepreneurship  enterprises and cross sector collaboration itlooks at why the traditional boundaries between government  business and thesocial sector have become blurred and fluid and what that means for thecapacity to deliver new forms of social impact in this course  you learn through problem based learning  solving an authenticbusiness problem  including identifying an audience for their project developing a project plan and considering solutions this is a work integrated learning  wil  project course that integratesindustry problem s  perspectives and feedback into the curriculum and providesyou with authentic  real world learning experiences this course will also introduce and begin to embed practices relating to thebusiness graduate folio  an e portfolio that is integrated throughout thebachelor of business curriculum and a requirement for the capstone close ofthe program ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","school health classes for cancer prevention, disability studies, community health worker programmes, health services evaluation, life course epidemiology","education outcomes, quality education, education for sustainability, education for sustainable development, academic partnerships","integration, basic social services, fuentes de agua, improved sanitation coverage, water and sanitation sector","organizational studies, work opportunities, professional development, growth standards, organizational capacity development","life-course, social enterprises, social enterprise, professional organizations, life cycles","knowledge societies, citizenship, housing programs, civil and environmental engineering, professional society","life cycle, material recovery facilities, material reuse, material efficiency, material stock","natural disasters, certification, natural disaster, adaptation pathway, clients satisfaction","fish species, coastal ecosystem, river blindness, coastal and marine fisheries, coastal habitat","forest ecosystem services, crop productivity, crop loss, crop production, crop protection","education policy, educational policy, accountability, organisation for economic co-operation and development development assistance committee (oecd dac), education policy formation","product development partnerships, un decade of education for sustainable development, partnership, partnerships, the millennium development goals","school meals programmes, livelihood improvement, food availability and affordability, sustainable food systems, food provisioning",,"girls education, girls school experiences, girls enrolment, safe motherhood programs, mothers, benin","intersectoral partnerships, development cooperation, intersectoral cooperation, disparities, inequality",
472,Chiropractic Clinical Prac 2 this course is designed to promote and further develop critical thinking andanalysis of issues related to the diagnosis and management of the chiropracticpatient you will continue to develop and refine therapeutic communicationskills and engage in evidence based clinical assessment and management in thechiropractic clinical environment this course will encourage you to developan awareness of collaborative  patient centred care this course includes a work integrated learning experience in which yourknowledge and skills will be applied and assessed in a real or simulatedworkplace context and where feedback from supervising clinicians is integralto your experience the work place is the rmit health sciences clinic if you have a long term medical condition and or disability you should contactthe program manager or the equitable learning services for further advice students need to be able to meet the inherent requirements of the program at any time prior to or during your placement if there are concerns raisedrelated to your fitness to practice the clinical coordinator can request thatyou gain full medical clearance to continue your placement ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 16, SDG 17","community health worker programmes, health systems challenges, health services evaluation, community health worker training, healthcare professional associations","education outcomes, education management information systems, patient education, education measurement, educational intervention",,"professional development, work opportunities, organizational capacity development, health care workforce, working conditions","life-course perspective, life-course, construction management, professional organizations, life cycle assessment","community-based disability workers, community management, road accidents, social habits, road traffic injuries","material recovery facilities, life cycle, sustainable management, material recovery, affordable assisted reproduction treatment",,,,"mental health services, safe delivery care policy, nutrition programs, health policy and programmes, conflict management","case management, partnership, product development partnerships, partnerships, the millennium development goals","primary care community nutrition, school meals programmes, nutrition disorders, climatic change and food security, food security indicators",,"girls school experiences, severe maternal outcome, womens health issues, women and childrens health, womens and childrens health","health care disparities, health outcome inequality, distributional problems, immunization coverage disparities, delivery of health care/organization and administration",
473,Intercultural Conflict Resolut culture and cultural difference are often regarded as an importantcontributors to conflict  and as an impediment to international cooperation in this course you will examine the role of culture in conflict through casestudies as well as through theory relating to culture and to conflict youwill critically examine the concept of culture and debates surrounding thedefinition of culture  as well as considering the ways in which culture andcultural difference have been posited as causes of or contributors toconflict in addition to its role in conflict  you will also examine the waysin which peacebuilding efforts have sought to draw on or address issues ofculture to facilitate conflict reduction and resolution ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 15, SDG 16, SDG 17","conflict deaths, communicable disease prevention and control, dac (the development assistance committee), disabilities, quality improvement and health systems strengthening","leadership education, comparative education, international cooperation in higher education, education inequalities, education and child health",,"organizational change, organizational issues, occupational change, curriculum development, organizations","cooperatives, innovativeness, corporate social responsibility (csr), corporations, responsabilidad social corporativa","language and culture, convention for the safeguarding of intangible cultural heritage, communities, rural-urban differences, race/ethnicity",,,,"conflict ecology, convention on biological diversity, land change science, agriculture and food security, land degradation neutrality","socio-cultural and policy issues, conflict resolution, civil conflict, conflict management, legislative gaps and challenges","product development partnerships, partnership, united nations millennium development goals, sustainable cooperation, developed-developing world partnerships","climatic change and food security, dietary diversity, dietary change, development aids, dutch disease",,"sex differences, gender inequalities, men and boys, gender inequity, women and development","regional differences, disparities, distributional problems, regional disparities, regional collaboration","combustion, energy issues, energy and emission taxes, changement climatique, biodiversity value"
474,Exercise Physiol. for HPES in this course you will apply your knowledge as a health physical educationand sport  hpe s  teacher to demonstrate an understanding of physiologicalresponses to exercise and physical activity you will undertake riskstratification and identify appropriate scenarios to prescribe exercise andwhen to refer individuals to other health providers you will apply exercisephysiology principles to the development of individualised exercise programsfor healthy individuals  athletes  and those with recognised health concerns you will acquire the knowledge and skills needed to measure and evaluatestrength and physical conditioning  and to prescribe  monitor and assessresistance training and exercise conditioning programs for child  adolescentand general adult populations ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 7, SDG 8, SDG 9, SDG 11, SDG 16","community health worker training, school health classes for cancer prevention, community health worker programmes, health care utilization, health services evaluation","teachers professional development, teaching and learning, training, teaching, nursing education",,"training of trainers, health care workforce, practitioners, village health workers, public health nurses","life-course, life-course perspective, life cycle assessment, construction management, intrastrure planning","building performance simulation, humanities, language of instruction, human resource planning, expatriates",,,,,"nutrition programs, mental health services, australian health care system, public health professionals opinion, education policy formation",,"primary care community nutrition, global health education, undernutrition, infant and young child nutrition, child nutrition disorders/epildemiology/economics",,"womens and childrens health, womens health issues, womens health, womens health, women and childrens health",,"changement climatique, appropriate engineering, energy utilization, energy planning, energy systems"
475,Health & Phys. Activity Behav. in this course the relationship between physical activity  sedentary behaviourand inactivity to health will be explored a range of psychosocial influenceson health and physical activity participation are considered  includingindividual  historical  social  cultural  geographic and environmentalinfluences strategies and interventions to overcome barriers and encouragephysical activity participation are addressed via a settings based approach various theories and measures of health  sedentary behaviour and physicalactivity will be evaluated as part of the practical component of this course you will participate in a range of lifestyle physical activities and exploretheir connection to health health and wellbeing wellbeing ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","reproductive health policy and programmes, reproductive and sexual health, community health worker programmes, communicable disease prevention and control, quality of health care","education and child health, vocational education and training, comparative education, health education, public health education","sanitation safety planning, hygiene practices, water and health, diarrhoeal diseases, hygienic behaviour","quality of working life, occupational activity, child health surveys, health care workforce, village health workers","primary health facilities, life-course perspective, life-course, life cycle assessment (lca), life cycle assessment","human activity and the environment, cities and sustainable development, demographic and health surveys, building performance simulation, road accidents","material recovery facilities, life cycle, consumer well-being, sustainable practices, material recovery","focused prenatal care, adaptation pathway, natural disasters, climate variability and change, environmental changes","marine pollution abatement and ambient water quality improvement, irrigation efficiency, irrigation techniques, onchocerciasis, coastal and marine fisheries","vegetation recovery, land productivity trends, kedarnath wildlife sanctuary, soil health, protected area of key biodiversity areas","health policy and programmes, sexual and reproductive health and rights, mental health services, health in all policies, primary health care/organization and administration","post-2015 health development agenda, millennium development goals attainment, partnership, sustainable development strategies, the millennium development goals","primary care community nutrition, health and social policy, health and nutrition policy, agricultural productivity, nutrition and hiv/aids",,"reproductive, maternal, newborn and child health, women and childrens health, womens and childrens health, maternal and child care, woman health","delivery of health care/organization and administration, health outcome inequality, health care disparities, planetary well-being, advocacy and political process","energy pathways, energy and emission taxes, sustainable energy for all initiative, energy intensities, energy accessibility"
476,Indigenous Sov & Cont Land Pol all places on the continent now called australia are indigenous places thismeans everyone in australia is already in a relationship with indigenousplaces  sovereignties and land based knowledge systems  whether recognised ornot this course will help you understand historical and contemporaryrelationships between indigenous peoples and place  and the responsibility ofnon indigenous society  society to that relationship you will examine how thestructure of settler colonialism continually disrupts indigenous relationshipsto place and the ways indigenous peoples continuously assert their land basedsovereignties and practices in the face of that disruption you will gain anunderstanding of contemporary legal and policy frameworks governing therelationship between indigenous peoples and their lands including nativetitle  cultural heritage and indigenous protected areas the course includeson country learning with knowledge holders within victoria to learn withtraditional knowledge holders and land managers ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","quality improvement and health systems strengthening, health knowledge systems, health systems arrangements, wealth inequalities, health-related millennium development goals","education for sustainable development, education planning, distance learning, international development education, education outcomes","colonial water policy, fuentes de agua, water infrastructure planning, water resources management, integration","work opportunities, workplaces, working conditions, professional development, growth standards","economic development, peacebuilding, infrastructure reconstruction, construction management, regional infrastructure","indigenous economic development, community development, indigenous rights, citizenship, convention for the safeguarding of intangible cultural heritage","life cycle, natural resources, material recovery facilities, material reuse, environmental compliance","forest and climate change, natural disasters, development and climate change, environmental changes, environmental change","coastal zones, rainfall, rights-based fishery management, fish species, international water resources law","forest ecosystems, national landscapes, forest ecosystem services, forest management, forest management planning","forest governance, national development planning, international treaties, economic development, national policies","united nations millennium development goals, history of millennium development goals, united nations sustainable development goals, the millennium development goals, united nations millenium development goals","development aids, livelihood improvement, rural livelihoods, productivity of the rural poor, food planning",,"workplace equality, international womens rights frameworks, women and development, womens human rights, womens global health","world countries, planetary stewardship, developing country, human development, regional development","renewables, energy development, energy systems, woodfuels, energy renovation"
477,Bioinfo & Multi-Omics Data Anl bioinformatics is an exciting space which involves the use of software toolsto analyse complex biological data allowing us to unlock fundamentalbiological secrets in this course you will gain an understanding of how to use bioinformatics tounravel the ever changing multifaceted biological information carried by ourgenome you will investigate the challenges from bench to laptop and gain aninvaluable understanding of the proper techniques to use for appropriateexperimental design  for successful data analysis and for appropriatebiological interpretation all these aspects together can be ultimatelyharnessed to effectively understand hidden biological functions of diseases aswell as improving vaccine and drug design this course was designed to give you an appreciation of the possibilities thatbioinformatics offers and the importance of understanding this field as wemove across a revolution of industry industry 4 0 affecting health care inunprecedented ways you will develop an understanding of the opportunities this field of studyoffers in the context of academia and of industry  and of its incrediblepotential uses ,"SDG 2, SDG 3, SDG 4, SDG 8, SDG 9, SDG 12, SDG 15, SDG 16","health systems challenges, malaria rapid diagnostic tests, biomedical research, guias de practicas clinicas, health knowledge systems","learning and research, education management information systems, vocational education and training, teaching and learning, medical education",,"entrepreneurship, professionalisation, workforce science, enterprises, organizational capacity development","technological innovations, technological innovation, technologies, technological capabilities, library and information services",,"reutilisation des eaux usees, material recovery facilities, recyclables, transgenic, affordable assisted reproduction treatment",,,"land change science, land use modelling, flex crops, land use scanner, artemisia annua agrotechnology","responsible research and innovation, health research systems, policy sciences analytical framework, health policy and systems research, health sector reforms",,"agricultural biotechnology, food supply chain wastes, development aids, agricultural productivity, underutilised crops",,,,
478,Urban Design Project in this course you apply and extend range of urban design skills andprofessional knowledge that you have developed throughout the program youwill respond to a contemporary urban design brief focusing on a case studysite you will engage in independent and collaborative research and analysisto inform your ideas and proposals you will be expected to demonstrate thatyou can work productively with others to establish processes and to allocateresponsibilities and roles to address the design brief you will develop andurban design plans which will be presented and critiqued please note that if you take this course for a bachelor honours program  youroverall mark in this course will be one of the course marks that will be usedto calculate the weighted average mark  wam  that will determine your awardlevel this applies to students who commence enrolment in a bachelor honoursprogram from 1 january 2016 onwards see the wam information web page for moreinformation ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 11, SDG 15, SDG 16, SDG 17","family planning programs, school health classes for cancer prevention, basic education, skill birth attendants, health information systems project","education planning, education management information systems, basic education, nursing education, graduate education","basic social services, water safety plans, wash programmes, water infrastructure planning, sanitation safety planning","curriculum planning, program managers, organizational studies, work opportunities, decent work","intrastrure planning, life-course, supply chain of artemisinin, life cycle design, construction materials","housing programs, building codes, knowledge societies, housing design, household amenities",,,,"biodiversity research network, land change science, plant genetic resourse, land development phase, flex crops","nutrition programs, social protection programs, health research systems, health research institutions, education policy formation","millennium development goalspovertyeducationequitywomen, millennium development goals description, millennium development goals attainment, product development partnerships, partnership","school meals programmes, food planning, primary care community nutrition, food provisioning, diverse food systems",,"girls enrolment, safe motherhood programs, girls education, girls school experiences, safe motherhood program",,
479,Forensic Psychology this course will cover a range of issues relating to forensic psychology youwill consider a variety of aspects of relationships between psychology andlaw in psychology of law enforcement  you will consider psychologicalprofiling and police interview techniques the psychology of the legal systemincludes topics on mental impairment  expert and eyewitness testimony  jurydynamics  and victims of crime you will also review the psychology ofoffenders in the course topics the psychology of corrections will bediscussed with psychological interventions for offenders in conjunction withcontemporary justice and jurisprudence perspectives ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 9, SDG 16, SDG 17","life course epidemiology, guias de practicas clinicas, psychosocial aspects, psychological stress, individuals with disabilities","educational transitions, nursing education, preservice education, vocational education and training, education and policy",,,"life-course, technologies, life-course perspective, technological innovations, professional organizations",,,,,,"mental health services, biomimetics, maternity services, maternal health programs, health policy and programmes","millennium development goalspovertyeducationequitywomen, mdgs and sdgs, mdgs 4 and 5, product development partnerships, partnerships","child nutrition disorders/epildemiology/economics, nutrition and hiv/aids, prsps, school meals programmes, primary care community nutrition",,"maternal welfare/economics, girls school experiences, girls education, masculinities, mothers, benin",,
480,Maths in the Middle Years this course focuses on the teaching and learning of mathematics and numeracyin the upper primary and junior secondary years of schooling a strongemphasis is placed on the importance of designing rich and excitingmathematical learning experiences for students at this level this course laysthe foundation for continued numeracy development across all key learningareas and promotes the development of mathematical problem solving andthinking skills necessary for a technological age ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 11, SDG 13, SDG 16, SDG 17","pharmacy curriculum, basic education, school health classes for cancer prevention, quality improvement and health systems strengthening, community health worker training","adult learning and education, nursing education, teaching and learning, leadership education, comparative education",,"quality of working life, professional development, youth employment, organizational capacity development, teacher recruitment","life-course, intrastrure planning, life-course perspective, construction management, construction materials","language of instruction, paying for performance in developing, building performance simulation, ngos/ngdos, developing communities",,"focused prenatal care, natural disasters, paris principles, certification, natural disaster",,,"education policy formation, whole person development, leadership and governance, nutrition programs, nutrition governance and management","millennium development goalspovertyeducationequitywomen, millennium development goals attainment, un decade of education for sustainable development, millennium development goals (mdgs) 4 and 5, millennium development goals (mdgs)","nutrition and hiv/aids, primary care community nutrition, infant and young child nutrition, school meals programmes, undernutrition","education poverty, educational poverty, child nutritional status, dimensions of inequality, poor resilience","girls education, womens literacy programmes, female schooling, maternal education, girls school experiences",,
481,Climate Change Responses as climate climate change proceeds  in tandem with other issues flagged by the unitednations sustainable development goals  we need to think critically about howwe are  and should be  responding in this course you will gain integrated  critical knowledge of climate changeresponses in theory and practice looking at responses from the individualthrough institutional to international levels  you will explore the social cultural  political and psychological aspects of such responses and thepractical challenges they pose you will gain a sophisticated understanding ofhow responses including adaptation  mitigation  climate smart development resilience thinking and carbon sequestration are shaped by existing contextsand demand new capabilities the course focuses on the complex  human dimensions  of climate climate change drawing on case studies from around the world  you will be required toconsider how climate climate change is understood and framed differently by diversegroups of people  relates to other pressing challenges such as urbanisationand poses opportunities for positive transformational change in particular you will explore the conceptual and practical issues climate climate change poses todifferent groups  including urban dwellers and planners you will develop anunderstanding of how we can respond to the complex issues of vulnerability adaptive capacity  justice and ethics that incremental and transformationalresponses generate you will learn to identify key barriers to ideal climatechange responses and possible strategies for addressing them ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","health systems challenges, health-related millennium development goals, environmental health, global health initiatives, communicable diseases","environmental education, education for sustainable development, education for sustainability, international development education, vocational education and training",,"occupational change, growth standards, growth strategy, organizational change, organizational issues","disaster resilience, corporate sustainability, supply chain sustainability, life cycles, life cycle design","climate policy analysis models, cities and sustainable development, community resilience, communities, environmental degradation","environmental compliance, life cycle, sustainable practices, material recovery facilities, material recovery","climate change, climate change responses, development and climate change, climate change mitigation, climate resilience","coastal and marine fisheries, marine pollution abatement and ambient water quality improvement, coastal zones, coastal ecosystem, fish species","conflict ecology, land change science, environment, mountain ecosystems, national landscapes","environmental justice, environmental policy, cultural sustainability, climate finance, global health policy","global challenges, united nations sustainable development goals, global development goals, global change, united nations millennium development goals","food-water-energy-climate change nexus, global health education, climatic change and food security, health and social policy, agriculture and environment","growth and poverty reduction, global poverty, poor resilience, diseases of poverty, educational poverty","womens global health, global womens health, womens health issues, international womens rights frameworks, gender equality","adaptive cycle, emerging global structures, advocacy coalitions, human development indicators, human development index","renewable and sustainable energy, changement climatique, sustainable energy for all initiative, energy issues, emissions"
482,Sustain Innov Project Launch in this course you will undertake a self directed project of your choicedriven by a social  environmental and or ethical issue you may undertake thisproject independently or collaboratively this capstone experience requires you to define and demonstrate your ownsustainable innovation practice to a professional standard in a relateddiscipline or industry context you will apply and critically reflect upon theideas  skills and graduate capabilities you have gained through your program it is designed to enable you to synthesise and integrate knowledge  connecttheory and practice as well as demonstrate a holistic achievement of programlearning outcomes ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 13, SDG 15, SDG 16, SDG 17","community health worker programmes, care cascad, healthcare provider performance, clinical practice guidelines, sustainable child development index (scdi)","education outcomes, comparative education, preservice education, sustainable development education, education measurement","sanitation success indicator, sanitation success, approvisionnement en eau, sanitation business, informal water providers","professional development, entrepreneurship, professional role, organizational capacity development, work opportunities","life-course, life-course perspective, innovation, corporate social responsibility (csr), inclusive innovation","millennium village project, millennium villages project, expatriates, community-based disability workers, professional society",,"clients satisfaction, certification, paris agreement, focused prenatal care, product carbon footprint",,"crop productivity, soil quality index, goat development, crop production, land productivity trends","safe delivery care policy, development partnership, results agenda, international sustainable chemistry collaborative centre, education policy formation","product development partnerships, millennium development goals attainment, millennium development goalspovertyeducationequitywomen, development goal 1c, partnership","primary care community nutrition, livelihood improvement, development aids, food provisioning, agricultural productivity",,"girls school experiences, girls education, severe maternal outcome, girls enrolment, girls retention","official development assistance, human development report, intersectoral partnerships, regional collaboration, official development aid",
483,Law and Ethics in Health this course will focus on legal and ethical issues for a range of workforceroles in health ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 16, SDG 17","international health issues, community health worker programmes, neonatal and child health, maternal, newborn and child health, maternal, newborn, and child health","education and child health, health education, education outcomes, preservice education, educational targets","diarrhoeal diseases, fecal contamination, wash programmes, improved sanitation coverage, water and health","child health surveys, health extension workers, organizational issues, quality of working life, health extension worker","life-course, life-course perspective, ecosystem distress syndrome, primary health facilities, hospital schools","road traffic injuries, road traffic injury, community-based disability workers, road accidents, demographic and health surveys",,,,,"health in all policies, health policy and programmes, governance of research for health, health legislations, socio-cultural and policy issues","mdgs neonatal causes of death, post-2015 health development agenda, millennium development goals (mdgs) 4 and 5, millennium developmental goals 2015, millennium development goals attainment","primary care community nutrition, school meals programmes, nutrition and hiv/aids, child nutrition disorders/epildemiology/economics, health and nutrition policy",,"womens health issues, reproductive, maternal, newborn and child health, womens and childrens health, women and childrens health, womens health","duty of consultation and no-harm rule, delivery of health care/organization and administration, health outcome inequality, health care disparities, distributional problems","energy issues, woodfuels, energy indicators, energy and emission taxes, electricity sector reform"
484,PX: Teach in Curriculum Spec in this course you will critically evaluate a teaching scope and sequence withyour peers and suggest how it might be improved or modified you will use avariety of assessment strategies and evidentiary data to identify whatstudents already know and what they are ready to learn using your knowledgeof assessment strategies you will plan a lesson sequence based on curriculumand assessment data that demonstrates your understanding of student learningneeds in addition you will develop skills and strategies for providingfeedback to students  to your supervising teacher and where possible toparents and carers this course is one of a sequence of professional experience  work integratedlearning  courses designed to develop your knowledge and skills to teach teach ineducational settings it has an embedded placement component in which yourknowledge and skills will be applied and assessed in a real workplace contextand where feedback from industry and or community is integral to yourexperience ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 15, SDG 16, SDG 17","school health classes for cancer prevention, life course epidemiology, community health worker programmes, community health worker training, skill birth attendants","teacher education, learning styles, education outcomes, teachers professional development, teaching and learning",,"teacher recruitment, work opportunities, organizational capacity development, practitioners, training of trainers","life cycle assessment, life-course, life-course perspective, hospital schools, life expectancy","community resilience, forest community, housing programs, building performance simulation, community volunteers","life cycle, material recovery facilities, sustainable practices, material recovery, material reuse",,,"crop productivity, forest ecosystem services, crop loss, crop production, artemia enrichment","education policy formation, education policy, nutrition programs, educational policy, safe delivery care policy","partnership, un development strategies, un decade of education for sustainable development, sustainable development strategies, partnerships","school meals programmes, primary care community nutrition, food planning, food chain, povery","education poverty, educational poverty, poor resilience, child nutritional status, poverty eradication","girls school experiences, girls education, female schooling, girls enrolment, safe motherhood programs","health care disparities, health outcome inequality, human development indicators, planetary stewardship, human development report","appropriate engineering, changement climatique, energy pathways, renewables, energy planning"
485,Intn'l Work Experi Industry 2 this course guide outlines how you will apply your academic learning in acontemporary workplace situation  integrating work and learning on two levels    integration of previous and current learning in courses completed in your program of study to date  and    integration of previous and current learning in the workplace as part of the co operative education year ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 11, SDG 16, SDG 17","community health worker training, community health worker programmes, disability adjusted life year, integration of health services, integrated school health","education management information systems, education planning, education measurement, educational transitions, teaching and learning","integration, integrated water resources management, sanitation safety planning, integrated water resource management, sanitation success indicator","organizational studies, quality of working life, organizational capacity development, health extension worker, organizational capacity building","life-course, life cycle assessment, construction management, life cycle design, life cycle assessment (lca)","building performance simulation, language of instruction, integrated solid waste management, millennium village project, language management",,,,,"education policy formation, sendai framework for disaster risk reduction 2015-2030, environmental management systems, educational policy, organisation for economic co-operation and development development assistance committee (oecd dac)","millennium development goals attainment, partnership, un decade of education for sustainable development, united nations decade of education for, millennium development goalspovertyeducationequitywomen","school meals programmes, primary care community nutrition, livelihood improvement, food supply chain wastes, global health education",,"girls enrolment, girls school experiences, girls education, workplace equality, safe motherhood programs",,
486,Shape incorporated in the built environment learning laboratory  bell   thiselective will enhance your professional profile while working on projects thatwill shape the city of melbourne and the broader urban environment you willdo this through collaborative projects with multidisciplinary teams ofprofessionals and students ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","community health worker programmes, health information systems project, sustainable child development index (scdi), health system efficiency, integrated school health","education for sustainability, education planning, education for sustainable development, education outcomes, educational status","water infrastructure planning, water utility optimisation, urban water cycle services, water safety plans, integrated water resources management","organizational capacity development, organizational capacity building, smart growth, organizational capacity, growth standards","green investment schemes, eco-innovation, sustainable infrastructure, corporate sustainability, supply chain sustainability","sustainable urban forms, smart sustainable cities, sustainable cities, millennium villages project, sustainable city","sustainable practices, material efficiency, environmental compliance, sustainable management, separation and recycle","eco-innovation, environmental changes, environmental change, sustainability footprint, emissions scenarios","marine pollution abatement and ambient water quality improvement, melamchi water supply project, marine ecosystems, marine ecosystem, irrigation efficiency","landscape scale mitigation, environment, landscape functions, sustainable soil management, biodiversity indicators","sendai framework for disaster risk reduction 2015-2030, environmental management systems, environmental management, sustainability policy, oregon biodiversity project","sustainable development objectives, sustainable development goal 11, urban sustainable development goal, sustainable development goals - sdgs, sustainable development goals (sdg)","development aids, school meals programmes, food-water-energy-climate change nexus, sustainable diets, poverty reduction strategy papers",,"girls enrolment, social inclusion, girls education, girls school experiences, girls retention","development impact, development indicators, financing for sustainable development, income expenditure growth, responsible investments","energy efficiency, energy efficiency, sustainable energy investments, electrical energy storage (ees) technologies, energy infrastructure"
487,Developmental Psychology your learning associated with this course is designed to focus on a number ofareas of human development throughout the lifespan these areas includeperceptual motor  psychosocial and cognitive development historical issues current perspectives  environmental factors and the major research designsused in developmental psychology will also be considered during this courseyou will progress through the lifespan  addressing the major areas ofdevelopment you will commence with an emphasis on development from infancythrough to adolescence issues related to adulthood  old age  death and dyingwill then be considered this course will extend your knowledge of concepts asidentified in the core content areas  your capacity to critique reporting ofpsychological research and your academic literacy and communication skills ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 16, SDG 17","school health classes for cancer prevention, basic education, perinatal mental health project, pharmacy curriculum, disability-adjusted life years","nursing education, education planning, comparative education, adult learning and education, education for all","basic social services, water safety plans, wash programmes, sanitation safety planning, water infrastructure planning","organizational capacity development, quality of working life, professional development, organizational studies, work opportunities","life-course, life-course perspective, life cycles, life expectancy, construction materials","language of instruction, language in development, developing communities, housing programs, knowledge societies","life cycle, material recovery facilities, obsolescence, agricultural pathways, affordable assisted reproduction treatment","focused prenatal care, natural disasters, paris principles, birthweight, adaptation pathway",,,"maternity services, education policy formation, mental health services, national development planning, nutrition programs","millennium development goalspovertyeducationequitywomen, un decade of education for sustainable development, history of millennium development goals, millennium development goals attainment, millenium development goals","school meals programmes, development aids, child nutrition disorders/epildemiology/economics, primary care community nutrition, development food","education poverty, educational poverty, poverty life, poor resilience, social protection","girls education, womens literacy programmes, safe motherhood programs, girls school experiences, women and development","human development indicators, human development, human development index, development coordination, human development report",
