,Text,Predicted_SDGs,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 13,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 7
312,Screen Production 2 in this course you will undertake and be responsible for a production role inthe development of a screen production  applying the broad skills andknowledge you have developed throughout the screen and media productionprogram you will be working as part of a team and will engage with a clientor partnership to produce a media work according to industry principles andpractices work integrated learning   this is the designated work integrated learning  wil  course for ad017associate degree in screen and media production this course includes a workintegrated learning experience in which your knowledge and skills will beapplied and assessed in a real or simulated workplace context and wherefeedback from industry and or community is integral to your experience ,"SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 11, SDG 16, SDG 17","community health worker training, community health worker programmes, clinical practice, skill birth attendants, clinical practice guidelines","life-course, construction materials, life-course perspective, construction management, industry",,,"safe delivery care policy, development partnership, politics of knowledge production, birth preparedness, education policy formation","partnership, product development partnerships, partnerships, un decade of education for sustainable development, case management",,"girls school experiences, women and development, female labour market participation, safe motherhood programs, safe motherhood program","professional development, work opportunities, professional role, practitioners, entrepreneurship",,,"teachers professional development, learning styles, online macromarketing course, teaching and learning, leadership education","building performance simulation, professional society, language of instruction, developing communities, paying for performance in developing",,,,
313,Prof Pract & Cross-Cult Psych this third year course will focus on the professional practice of psychologyin society  society and organisations it will help you examine the different ways inwhich psychologists contribute to society  society and help you prepare for yourgraduation from the program the course will explore cross cultural issues andthe importance of intercultural diversity and indigenous contributions ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 17","school health classes for cancer prevention, integrated school health, community health worker programmes, life course epidemiology, diversity","life-course, life-course perspective, corporate social responsibility (csr), corporate social responsibility, life cycle assessment",,,,"millennium development goalspovertyeducationequitywomen, partnership, millennium development goals attainment, partnerships, product development partnerships","school meals programmes, primary care community nutrition, dietary diversity, dietary change, livelihood improvement","girls education, girls enrolment, girls school experiences, gender disparity in schooling, womens dietary diversity score","quality of working life, organizational studies, organizational capacity development, program managers, professional development",,,"preservice education, education outcomes, educational transitions, comparative education, graduate education",,,,,
314,Professional Comp Practice this course is an introduction to computing ethics  law and employability itis intended for computing students who have not studied business principles or who have little work experience in industry the course provides a survivalkit for computing graduates entering the workforce during this course  youshould consider computing ethical issues  such as information privacy computer crime  computer security  social networks  online identity duringthis course  you should also consider the international legal frameworksavailable to protect software system development this includes non disclosureagreements  employment contracts  intellectual property law  copyright patents  licensing  royalties   trademarks and warranty disclaimers additionally  you should examine the marketing of a software systemdevelopment  involving swot analysis and action plan ,"SDG 4, SDG 8, SDG 9",,"life-course, professional organizations, life-course perspective, technologies, social enterprises",,,,,,,"professionalisation, practitioners, professional development, youth employment, organizational studies",,,"teachers professional development, educational transitions, preservice education, leadership education, comparative education",,,,,
315,Chemistry for Health Sciences learning chemistry is like learning a new language   a molecular healthlanguage that will help you communicate and understand the world around you yourself and others this three part chemistry course introduces students inthe health sciences to the   molecular world of general  organic andbiological chemistry   the first section focuses on the fundamental chemicalprinciples and the other two build on these principles to develop the conceptsand applications central to the health science disciplines the course is forstudents who have not previously studied chemistry general chemistry    topics include  the concepts of matter  atomicstructure and the periodic table  chemical bonding  molecular accounting gases  liquids  solids and solutions  chemical reactions  acids  bases andsalts  and nuclear chemistry the    organic chemistry    section provides details on how the molecularproperties of compounds influence reactivity and function topics coveredinclude  hydrocarbons  alcohols  phenols and ethers  aldehydes and ketones carboxylic acids  esters and related compounds  amines and amides the      biological chemistry    section applies the knowledge gained inprevious sections to understand bio molecules  carbohydrates  lipids proteins  enzymes and vitamins  nucleic acids  biochemical energy production carbohydrate  lipid and protein metabolism who have not previously studiedchemistry ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 9","communicable diseases, school health classes for cancer prevention, life course epidemiology, clinical trials, counseling and testing hiv/aids","construction materials, life-course, technologies, supply chain of artemisinin, technological innovations",,,,,"child nutrition disorders/epildemiology/economics, nutrition and hiv/aids, school meals programmes, development food, food security indicators","girls education, womens and childrens health, womens dietary diversity score, girls school experiences, women and childrens health",,,,"academic responsibilities, education, education outcomes, teachers professional development, schools",,,,,
316,Elec Energy Storage Systems this course will provide you with state of the art information on conventionaland emerging electrical energy systems and their applications in sustainableenergy systems this can include hydrogen systems  batteries and supercapacitors for sustainable stationary and mobile power supply applications pumped hydro  etc this course will develop your capabilities in understandingtechno economic performance and social aspects of these systems for beingemployed in the context of a range of sustainable energy applications ,"SDG 2, SDG 3, SDG 4, SDG 6, SDG 7, SDG 9, SDG 11, SDG 12, SDG 16","surgical health systems, health information systems project, health management information systems, health knowledge systems, basic services","primary healthcare facilities, primary health facilities, ecological infrastructure, technological capabilities, low-cost energy technology","material recovery facilities, reutilisation des eaux usees, affordable assisted reproduction treatment, material efficiency, life cycle",,"health research systems, environmental management systems, australian health care system, primary health care/organization and administration, mental health services",,"food systems, diverse food systems, sustainable food systems, primary care community nutrition, food security and nutrition",,,,,"education management information systems, nursing education, basic education, education planning, comparative education","civil and environmental engineering, small systems, building performance simulation, vegetable gardens, humanities",,"basic social services, rural water systems, multiple-use water services, water infrastructure planning, integrated water resources management",,"energy systems, electrical energy storage (ees) technologies, electricity access, energy access modelling, energy infrastructure"
317,"The Lurujarri Dreaming Trail In this course you will have the opportunity to learn about, listen to,discuss and engage with indigenous people about their knowledge andrelationship to land. You will spend 9 days with the Goolarbooloo people ofBroome W.A. walking the Lurujarri dreaming trail. Lurujarri, meaning coastaldunes, is the Aboriginal name that generally describes the stretch of countryfrom Broome, W.A. to Minarriny, about 90 kms to the north of Broome. The trailfollows part of a traditional Aboriginal song cycle that originated from theDreamtime. The background and significance of the trail is outlined by FransHoogland as follows:-    We have to learn to see again, learn to walk, to feel all these things again.This is why the Lurujarri trail is so important. The Lurujarri trail will getus to listen, to start walking slowly, and to teach people...people areintroduced to the song cycle through direct experience of walking, of beingwith it, trying to understand the living quality of the country. That have tobe experienced. Its very hard to grasp that out of reading books or throughpeople talking (Sinatra and Murphy Listen to the People : Listen to the Land1999, Melbourne University Press).    The course does not aim to provide you with an overview of Aboriginal cultureand knowledge about land and land management but rather it aims to introduceyou to a different way of knowing 'country' from the perspective of theGoolarbaloo people of Broome. Insights gained will assist you towards anappreciation of different ways of knowing land and an understanding of some ofthe issues involved in working collaboratively with Aboriginal people. AsMarcia Langton observes:-    Aboriginal and western systems of knowledge are parallel, co-existing, butdifferent, ways of knowing. Scientific descriptions of nature and precepts ofthe natural world cannot subsume traditional ways of knowledge. Collaborativeprojects are not merely annexing traditional systems of knowledge, but rather,interacting with them, and thus the outcomes are neither absolutely the resultof scientific thought nor that of Aboriginal thought. Rather each is a sourceof understanding the very difficult issues that are posed by the natural worldon this continent (Marcia Langton Burning Questions ; emerging environmentalissues for indigenous peoples in northern Australia 1998 Centre for IndigenousNatural and Cultural Resource Management, NT)","SDG 3, SDG 4, SDG 17","health-related millennium development goals, quality improvement and health systems strengthening, disability-adjusted life years, country health information systems, health services accessibility",,,,,"united nations decade of education for, united nations millennium development goals, history of millennium development goals, un decade of education for sustainable development, the millennium development goals",,,,,,"education for sustainable development, education for sustainability, teachers professional development, leadership education, quality education",,,,,
318,Beginning and Early Literacy during this course you will explore the theories of early literacydevelopment  foundation to year 2 speaking and listening  reading andviewing  and writing are the important literacy modes you will examine theprocesses and skills of these modes to understand how they contribute tostudents  successful development in early literacy this course will assistyou in understanding a range of assessment strategies for reading and writingand how assessment is integral to the learning and teaching of literacy infoundation to year 2 you will develop a literacy portfolio which includes arepertoire of literature and literacy resources  written and digital  for yourfuture teaching you will use this portfolio to reflect on the development ofyour own literacy understandings  strengths and growth ,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 14, SDG 15, SDG 16, SDG 17","health literacy, pharmacy curriculum, quality improvement and health systems strengthening, health-related millennium development goals, health services evaluation","library and information services, economic development, life cycle assessment, life expectancy, infrastructure reconstruction",,"forest ecosystem services, forest ecosystems, land development phase, land productivity trends, land degradation mitigation","education policy formation, privacy laws, leadership and governance, nutrition programs, development policies","millenium development goals, millenium development goals, the millennium development goals, sustainable development strategies, un decade of education for sustainable development","development aids, nutrition disorders, poverty threshold, food security indicators, poverty reduction strategy papers","female literacy, womens literacy programmes, girls education, women and development, gender resource recovery","growth standards, professional development, living wage, organizational capacity development, growth status","income levels growth, income expenditure growth, human development indicators, development indicators, financing for development","education poverty, educational poverty, growth and poverty reduction, poor resilience, poverty eradication","family literacy, basic literacy, education outcomes, leadership education, multilingual literacy","cities and sustainable development, building codes, community development, indigenous economic development, knowledge societies",,,"blood screening, river blindness, fish species, fisheries, hydrology & water resources",
319,Alt Dispute Resolution alternative dispute resolution has gained increased popularity in recent timesdue to congestion in the courts  delays in litigation and rising legal costs this course will familiarise you with theories  concepts and skills formanaging conflict and resolving disputes you will explore conflict theory andresponses to conflict in a variety of settings these will include  localplanning and community disputes  and workplace and family conflict ,"SDG 3, SDG 5, SDG 16","disability adjusted life year, conflict deaths, disability studies, disability-adjusted life years, quality improvement and health systems strengthening",,,,"conflict resolution, conflict management, death clustering, united nations disability convention, quality regulation",,,"maternal delays, sex differences, workplace equality, equality, international womens rights frameworks",,,,,,,,,
320,Palliative Care in this course you will consider the options for care of a patient withterminal illness resulting from intractable disease or terminal organ failure you will explore the clinical issues as they relate to the transition oftherapeutic management interventions  when cure transitions to care you willlearn the conceptual framework for active treatment in the palliative carepatient  the legal and ethical principles associated with end of life care and you will consider the holistic approach to care that incorporatesspiritual and emotional care as well as physical care ,"SDG 2, SDG 3, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 16","health care delivery, health care systems, health care services, communicable disease prevention and control, quality of health care","ecosystem distress syndrome, life-course perspective, life-course, life cycle design, life cycle assessment",,,"safe delivery care policy, australian health care system, primary health care/organization and administration, health policy and programmes, health sector reforms",,"primary care community nutrition, child nutrition disorders/epildemiology/economics, food supply chain wastes, climatic change and food security, health and social policy","reproductive, maternal, newborn and child health, maternal and child care, womens health issues, womens and childrens health, women and childrens health","health care workforce, care-seeking behavior, quality of working life, organizational issues, health extension workers","delivery of health care/organization and administration, health care disparities, health outcome inequality, immunization coverage disparities, adaptive cycle",,,"home-based care, community-based disability workers, integrated solid waste management, household autonomy and health, health and demographic surveillance system",,,,
321,Chiropractic 3 this course is designed to develop the knowledge and skills required toundertake assessment and management of disorders of the spine andneuromusculoskeletal system as part of the skill set required of achiropractor and primary contact practitioner you will also continue to buildon the skills associated with palpatory and functional assessment techniquesof the spine  pelvis and extremities the practical work in this course simulates a work environment and involvesrole play as clinician and patient  which provides skills in examining andmanaging a patient presenting with neuromusculoskeletal findings that may formthe basis of diagnosis and management in clinical practice you will be introduced to the principles and practice of radiographic safetyand positioning which will also assist in determining whether the patient maybe effectively managed within a chiropractic setting or requires referral toanother health professional for further evaluation ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 16, SDG 17","community health worker training, community health worker programmes, health knowledge management, quality improvement and health systems strengthening, health services evaluation","life cycle assessment, life-course, construction management, life-course perspective, life cycle assessment (lca)",,,"safe delivery care policy, australian health care system, mental health services, sexual and reproductive health service, health research systems","partnership, partnerships, aid efficiency, un decade of education for sustainable development, product development partnerships","primary care community nutrition, food security indicators, food security and nutrition, livelihood improvement, food and nutrition security","women and childrens health, reproductive, maternal, newborn and child health, womens and childrens health, woman health, workplace equality","quality of working life, health care workforce, practitioners, organizational capacity development, professional development","delivery of health care/organization and administration, health care disparities, health outcome inequality, human development indicators, intersectorial",,"midwifery education, teachers professional development, education management information systems, comparative education, education and child health","building performance simulation, community-based disability workers, health and demographic surveillance system, professional society, community-based midwives",,"basic social services, sanitation safety planning, hygiene practices, improved sanitation coverage, integration",,
322,Thermal-Fluid System Design this course is a continuation from the fundamental courses on thermodynamics fluid mechanics this course covers advance concepts of thermal and fluidscience the course aims to equip you with tools and methods to design real worldthermal fluid systems topics include exergy analysis  thermo economicanalysis  rotodynamic machinery  energy storage system  engineering ethics anddesign decisions and engineering economics and its application in real world ,"SDG 3, SDG 4, SDG 9","life course epidemiology, medical geology, basic education, school health classes for cancer prevention, quality improvement and health systems strengthening","life-course, life-course perspective, life cycle design, life cycles, technologies",,,,,,,,,,"accelerated course, education planning, education for all, nursing education, higher education for sustainable",,,,,
323,Comm Mgm't: Theory & Practice this course introduces you to the theoretical frameworks and professionalpractice of communication management in the public and private sector business  government  non government and civil society  you will examine the history  development and process of communication  andthe major areas of communication practice you will also examine a range ofspecialised communication practices  including finance  health  science infrastructure development  community development and disaster management afocus of the course will be on the plans required to communicate strategicallyand responsibly in the contemporary and dynamic socio economic environment across different sectors  stakeholders and cultural contexts ,"SDG 3, SDG 8, SDG 9, SDG 11, SDG 12, SDG 13, SDG 16, SDG 17","cadmium, communicable disease prevention and control, healthcare professional associations, community health services, disability studies","construction management, construction materials, professional organizations, responsabilidad social corporativa, primary healthcare facilities","material recovery facilities, material recovery, sustainable management, solid waste management, life cycle",,"conflict management, organisation, oecm, non-governmental organisations, national disaster risk management agency (nadrima)","mdgs, mdg, mdg 6, mdg4, mdg 4",,,"organizations, organization, organizational studies, professional meetings, duty bearers",,,,"community management, communities, community volunteers, civil society organization, community-based organizations","natural disasters, natural disaster, carbon credit, emissions scenarios, climate-related disasters",,,
324,Housing and Health despite the growing body of evidence  links between housing and health areoften overlooked as we plan  build and live in our homes this online electivebrings together students from various disciplines it provides a platform todevelop your knowledge of the relationship among our built environment andphysiological  mental and social health outcomes and to work in multi disciplinary teams to propose holistic solutions the dynamic system ofhousing and health will be explored from the urban to the interior scale  fromthe design through to the construction and maintenance phases  and frommaterial  contextual  social and public health perspectives housing is a social determinant of health addressing the complexity and themany facets of the system requires overcoming the silo orientation of housingand health related disciplines and the co production of innovative andtransformative strategies during this course  emphasis is placed ontransdisciplinary learning  critical analysis and applied research this willinclude your engagement with and learning from key stakeholders in relation tohousing theories  policies  practices  advocacy and research  to gainpractical capabilities in how you may improve people s quality of life andreduce housing related health inequalities ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 15, SDG 16, SDG 17","non-governmental organizations health systems strengthening, quality improvement and health systems strengthening, community health worker programmes, health inequities, health information systems project","public health facilities, professional organizations, green investment schemes, library and information services, ecological infrastructure",,"biodiversity research network, biodiversity indicators, plant health, conflict ecology, forest ecosystem services","health research institutions, health policy and systems research, climate for evidence informed health system policymaking, health research systems, health policies","post-2015 health development agenda, indicatorsi relevance, indicators of sustainable development, sustainable development indicators, millennium development goalspovertyeducationequitywomen","global health education, health and social policy, health and nutrition policy, child nutrition disorders/epildemiology/economics, primary care community nutrition","womens and childrens health, women and childrens health, womens health issues, woman health, maternal & newborn health road maps","child health surveys, organizational studies, organizations, health care workforce, health extension workers","health outcome inequality, health care disparities, health disparities, official aid for health provision, immunization coverage disparities",,"health education, education and child health, household education strategies, public health education, academic partnerships","community platforms, housing quality, housing programs, cities and sustainable development, community-based organizations",,,,
325,"Construction Contract Law This course will develop your skills and knowledge within the specialised areaof construction contract law. The objectives of this course are to developyour critical understanding of construction contract legislation, And yourability to apply construction contract legal principles to practice. Topicscovered will include:  * Standard construction contracts;   * Contentious clauses and the transfer of risk within contracts;   * Various forms of contract and procurement methods; Variations to contracts, claims, dispute resolution and related issues. ","SDG 3, SDG 4, SDG 8, SDG 9, SDG 16, SDG 17","quality improvement and health systems strengthening, guias de practicas clinicas, affordability, school health classes for cancer prevention, health services evaluation","construction materials, construction management, professional organizations, cooperatives, commercial online services",,,"safe delivery care policy, stewardship agreements, conflict management, maternity services, conflict resolution","product development partnerships, millennium development goals attainment, aids, terms of partnership, millenium development goals",,,"contracting, working conditions, labor rights, work opportunities, professional development",,,"teachers professional development, quality education, universal basic education, sustainable development education, accelerated course",,,,,
326,"International Industrial Org The rise of multinational enterprises (MNEs) and the globalisation of theworld economy is arguably the most important economic phenomenon of recenttimes.    This course provides the economic analysis of MNEs and globalisation forfuture business leaders. We will examine and assess (i) globalisation and itseffects on society, (ii) the determinants of firms' choice to bemultinationals, (iii) foreign direct investment (FDI) and its types, (iv) theeffects of MNEs and FDI on home and host economies and the resulting policyimplications.","SDG 3, SDG 4, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 13, SDG 15, SDG 16, SDG 17","wealth inequalities, health-related millennium development goals, causes of growth, global burden of diseases, global health","social enterprises, economic development, technologies, social enterprise, commercialization",,"forest ecosystem services, earthquakes, forest ecosystems, national landscapes, global land cover","global policymaking, international policy frameworks, global urban development policy, organisation for economic co-operation and development, international policy agenda","global development goals, global goals, united nations sustainable development goals, global development agenda, united nations millennium development goals",,,"organizational capacity development, enterprises, organizations, organizational capacity building, sustainable economic development","world countries, developing world, income levels growth, global inequality, developed countries",,"globalization and international higher education, education outcomes, global education governance, education inequalities, education for sustainable development","forests inhabitants, sustainable cities, smart cities, cities and sustainable development, sustainable urbanisation","natural disasters, global warming, environmental changes, emissions scenarios, climate resilient urban development",,,"renewables, energy systems, woodfuels, sustainable energy investments, energy pathways"
327,LA Design Studio 6 arch1355 landscape architecture design studio 6 is the last design studio inthe bachelor of landscape architectural design and exposes you to atheoretical and practical body of knowledge to foster your understanding ofdesign processes that engage with contemporary design issues design studios are vertically integrated so learning will be with students ofvarying levels  which encourages learning by example from more advancedstudents and gaining experience and sophistication as you progress through theprogram each semester you will select from a range of studios  allowing youto curate your design education you will explore specific techniques for design generation  modes of drawingand making  and relevant communication techniques to position your work inrelation to the studio theme and broader design practice you will acquireincreasing independence in developing  applying and testing your project anddesign skills within the studio brief arch1355 is the capstone design course of the bachelor of landscapearchitectural design and offers an opportunity to demonstrate yourachievements of the program learning outcomes this capstone course preparesyou to transition into the accredited master of landscape architecture programor into workplaces in the design field design studio based learning and assessment relies upon continuous cycles ofreviewing  feedback and reflection between staff  your peers and otherstudents your work is presented verbally and critiqued during formalpresentations you will also submit a portfolio of drawings and images eachsemester  work from the design studio is presented as a part of a publicexhibition design studios provide strong engagement with industry some projects mayinvolve clients or actual projects where you will develop your designproposals within a scenario based  simulated design practice environment p environment professional designers may also form part of your review panel at the end ofsemester ,"SDG 4, SDG 5",,,,,,,,"girls school experiences, girls education, girls enrolment, female schooling, women in development",,,,"learning styles, education outcomes, teachers professional development, education for sustainability, education planning",,,,,
328,"Disaster, Design, and Delpmt In this course, you will examine the links between disasters, design anddevelopment and investigate how the design of the built environment can leadto effective disaster risk reduction and post-disaster recovery on a local andglobal scale. You will explore approaches to design as both a tool forcommunity empowerment and development 'interventions' that involves decision-making to both protect infrastructure assets from the impacts of disasters aswell as to prevent disasters from exacerbating existing risks to communities.You will examine how disasters can impact positively and negatively ondevelopment initiatives and how 'mal-development' can sometimes increasedisaster risk. You will analyse the different roles that design plays throughexploring case studies of disaster risk reduction and __ post-disasterrecovery as well as 'real world' responses to such complex situations inmulti-disciplinary teams.","SDG 3, SDG 4, SDG 9, SDG 13, SDG 16","disability studies, health systems challenges, impoverishment risks and reconstruction model, quality improvement and health systems strengthening, communicable disease prevention and control","disaster resilience, life-course, life-course perspective, adaptive co-management, supply chain sustainability",,,"national disaster risk management agency (nadrima), sendai framework for disaster risk reduction 2015-2030, environmental management systems, leadership and governance, education policy formation",,,,,,,"educational transitions, education for sustainable development, teachers professional development, international development education, education outcomes",,"natural disasters, natural disaster, climate-related disasters, adaptation pathway, climate refugees",,,
329,Macroeconomics 1 macroeconomic events and policies affect our daily lives this course willequip you with knowledge and skills to understand how the economy economy operates andto make sense of economic indicators such as economic growth  employment inflation  interest rates  government budget and exchange rates you willlearn how the government uses fiscal and monetary policy to manage theeconomy  and understand the role of technology  innovation andentrepreneurship in driving a country s economic d development the course willteach you how economists think about wellbeing and economic prosperity at anational and global level  which includes a consideration of economicinequality and environmental sustainability the course content will be highlyintegrated with real world applications  revolving around the keymacroeconomic issues currently faced by australia  the asian pacific region and the global economy economy in general by the end of the course  you will understand how the various components ofthe economy economy  work and interact with each other you will learn how to interpretand monitor key macroeconomic indicators and understand the implications ofchanges in economic conditions for businesses you will gain the skills tounderstand and evaluate government policy you will build the skills toaccess  analyse and present data  and understand the importance ofcommunicating economic concepts in way that is meaningful for businesses thispackage of skills and knowledge will be useful in the real world  whether youare in the role of an economist  analyst  consultant  investor  researcher manager or policymaker an understanding of the economy economy will also be valuablein your personal decision making as an everyday consumer  as a voter insociety  and as a participant in discussions on economic  social environmental and political issues in our community ,"SDG 2, SDG 3, SDG 4, SDG 8, SDG 9, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","obesity/epidemiology/economics, health services evaluation, living conditions, disabilities, health outcomes","life cycles, social enterprises, economic development, technologies, professional organizations","life cycle, material recovery facilities, natural resources, recyclables, food waste","forest ecosystems, forest ecosystem services, land productivity trends, land evaluation, community forestry","economic policy, health policies, development policies, national policies, public policies","coordinated policies, development goals, coordinated policy, sustainable development strategies, the millennium development goals","health and social policy, health and nutrition policy, food security indicators, livelihoods, food insecurity",,"evaluacion economica, economic evaluations, growth standards, economic conditions, working conditions",,,"education and policy, education outcomes, learning styles, education, learning metrics","social habits, citizenship, housing conditions, housing quality, indigenous economic development","climate policies, climate policy, natural disasters, social footprint, climate change policy",,"fish species, irrigation techniques, marine resources, marine ecosystems, marine fisheries",
330,Natural Resource Management this course introduces key theories and concepts that will help you tointerpret and engage with current issues and debates about natural resourcemanagement  particularly focussing on impacts from natural hazards you willexplore how certain social constructs  such as property rights  valuingnatural capital  risk and uncertainty  affect natural resource management youwill also examine basic ecological and physical principles that are criticalto understanding current natural resource issues and their relationships withnatural hazards both within australia and around the world these social and ecological physical knowledges will be applied to investigatehow different natural resources  e g water  organisms  minerals  are bothformally and informally managed in association with natural hazard events including through data manipulation  policy and legislation  and how land usepolicy and practices engage with risk and hazard ,"SDG 2, SDG 3, SDG 5, SDG 6, SDG 8, SDG 10, SDG 11, SDG 13, SDG 14, SDG 16","health systems challenges, quality improvement and health systems strengthening, reproductive health policy and programmes, health knowledge systems, healthcare professional associations",,,,"health policy and programmes, food and agricultural policies, health policy and systems research, development policy framework, health policies",,"health and social policy, health and nutrition policy, agriculture and environment, food security indicators, food-water-energy-climate change nexus","international womens rights frameworks, maternal & newborn health road maps, womens health issues, reproductive, maternal, newborn and child health, womens human rights","nature-based tourism management, financial risk protection, organizational studies, organizational issues, growth standards","planetary stewardship, distributional problems, human development indicators, planetary well-being, delivery of health care/organization and administration",,,"civil and environmental engineering, convention for the safeguarding of intangible cultural heritage, cities and sustainable development, climate policy analysis models, knowledge societies","natural disasters, environmental changes, climate policies, climate-related disasters, development and climate change","water safety plans, water resources management, water and health, integrated water resources management, integrated water resource management","international water resources law, coastal and marine fisheries, hydrology & water resources, rights-based fishery management, groundwater protection",
331,Arch Professional Practice 2 the professional practice stream of courses is a core subject area within thearchitecture program and forms a key study stream supporting design studiolearning and the school of architecture and design s integrated practiceresearch model together  the three compulsory courses develop competencies and skillsoutlined in the acca competency standards for accreditation as well as theaustralian institute of architects  aia  education policy  and will enablestudents to enter practice under the supervision of an architect and to applyfor registration following completion of required practical experience theprofessional practice stream also prepares students for working more broadlywithin an expanded field of practice and in shaping the built environment  environment bydeveloping an understanding of the complex systems within which the builtenvironment is shaped  funded and procured the professional practice subject area is underpinned by the idea thatprofessional practice and project management are tools which enable architectsto turn design ideas into built outcomes each of the three compulsory coursesis presented with case study projects and invited lectures from industry andpractice with intention of highlighting the context within which architectureis practiced and innovative design projects are realised the objectives of the course are to provide a knowledge base to prepare you for registration as an architect encourage you to critically engage with areas of professional practice byintroducing key legal  ethical and financial issues and concepts and projectpossible future scenarios for the profession exercise your ability to independently research  analyse and integrate keyareas of professional knowledge  law and economics   procurement methods anddesign skills introduce you to a selection of issues and changes impacting architecturalpractice today and ask you to form your independent position in relation tothese architecture professional practice 2 is the second course in this stream andextends the knowledge and skills introduced in architecture professionalpractice 1 this research based course begins by looking from outside theprofession to understand the complex context within which architecture ispracticed you will be introduced to and asked to explore in detail aspects ofbuilding law  building economics  procurement models and professional conductwhich shape major projects the aim of this course is to develop your deeperand expanded understanding of the profession of architecture and to lookcritically at its relationship to social  economic and political environments it will exercise your ability to research and integrate key areas ofprofessional knowledge through your own work and asks you to establish anddefend your position on key issues facing the profession and the city this course includes a work integrated learning experience in which yourknowledge and skills will be applied and assessed in a real or simulatedworkplace context and where input from industry and  or community is integralto your experience ,"SDG 3, SDG 4, SDG 5, SDG 16","quality improvement and health systems strengthening, health services evaluation, health system change, school health classes for cancer prevention, guias de practicas clinicas",,,,"education policy formation, education policy, educational policy, accountability, governance reforms",,,"girls school experiences, girls education, safe motherhood programs, girls retention, womens literacy programmes",,,,"education outcomes, learning styles, quality education, education measurement, education inequalities",,,,,
332,MDesInnovTech MajProj-Part B design innovation and technology major project b is final studio in thesequence of studios comprising the design innovation and technology  dit program  including research studio  technology studio  innovation studio  andmajor project a the studio is central to the education and practice of adesigner  and the core manner by which to develop technical  creative andcommunication skills the studio sequence cumulatively develops your approachand position to innovation and harnessing technology in design practice  anddevelops a keen understanding of the spatial  material  performative andeconomic dynamics of design  including performance feedback and novelapproaches to materiality and digital fabrication ,"SDG 3, SDG 4, SDG 8, SDG 9, SDG 11, SDG 12, SDG 16","skill birth attendants, health care facilities, health technologies, health facilities, clinical research","technological innovations, technological innovation, technologies, innovation, technologists","material recovery facilities, material efficiency, material recycle, informal recycling, life cycle",,"health research institutions, responsible research and innovation, education policy formation, development principles, development organizations",,,,"professional development, economic innovation, entrepreneurship, enterprises, development work",,,"training, education planning, education, education for sustainable development, learning styles","building performance simulation, housing design, developing communities, housing quality, paying for performance in developing",,,,
333,Functional Genomics & Proteomi this course aims to provide you with the knowledge and practical skillsassociated with functional genomics and proteomics in prokaryotes andeukaryotes particular emphasis is given to high throughput methods   apowerful tool in modern biology   for the analysis of gene structure andfunction students will also explore a variety of topics  including theresponses of plants at the  whole genome  level to biotic and abioticstresses  ecotoxicogenomics  pharmacogenomics and the implications of applying personalised medicine  in human health the environmental  economic andethical aspects of this emerging technology will be examined and discussed ,"SDG 2, SDG 3, SDG 4, SDG 5, SDG 9, SDG 14, SDG 15, SDG 16, SDG 17","health systems challenges, school health classes for cancer prevention, pharmacogenomics, genetics, health technologies","technological innovations, technologies, technological capabilities, technologists, technological innovation",,"plant genetic resources treaty, plant genetic resourse, forest genetic resources, biodiversity research network, biodiversity conservation","health research systems, health research institutions, governance of research for health, oregon biodiversity project, health policy and systems research","millennium development goalspovertyeducationequitywomen, millennium development goals attainment, millennium development goals (mdg) maternal mortality, millennium developmental goals 2015, millennium development goals (mdgs) 4 and 5","agricultural biotechnology, primary care community nutrition, child nutrition disorders/epildemiology/economics, food-water-energy nexus, nutrition and hiv/aids","reproductive, maternal, newborn and child health, womens literacy programmes, womens and childrens health, womens dietary diversity score, womens health issues",,,,"higher education for sustainable, education planning, educational access, nursing education, education outcomes",,,,"marine biodiversity conservation, ecosystem water determinants, marine pollution abatement and ambient water quality improvement, hydrology & water resources, irrigation efficiency",
